Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0005689~U12-type spliceosomal complex,U12-type spliceosomal complex,"""Any spliceosomal complex that forms during the splicing of a messenger RNA primary transcript to excise an intron; the series of U12-type spliceosomal complexes is involved in the splicing of the majority of introns that contain atypical AT-AC terminal dinucleotides, as well as other non-canonical introns. The entire splice site signal, not just the terminal dinucleotides, is involved in determining which spliceosome utilizes the site."" [GOC:krc, GOC:mah, PMID:11574683, PMID:11971955]",GOTERM_CC_DIRECT,2,100.0,3.005161171673809e-05,"SNRNP48,ZRSR2",2,2,27,820.3333333333334,3.005161171673809e-05
REAC:R-HSA-72165~mRNA Splicing - Minor Pathway,mRNA Splicing - Minor Pathway,mRNA Splicing - Minor Pathway,REACTOME_PATHWAY,2,100.0,9.316384517318593e-05,"SNRNP48,ZRSR2",2,2,48,229.25,9.316384517318593e-05
CORUM:430~18S U11/U12 snRNP,18S U11/U12 snRNP,18S U11/U12 snRNP,CORUM_COMPLEX,2,100.0,0.00013267716115625259,"SNRNP48,ZRSR2",2,2,23,147.08695652173913,0.00013267716115625259
REAC:R-HSA-72172~mRNA Splicing,mRNA Splicing,mRNA Splicing,REACTOME_PATHWAY,2,100.0,0.0008976105224664776,"SNRNP48,ZRSR2",2,2,209,52.65071770334928,0.0008976105224664776
GO:0005681~spliceosomal complex,spliceosomal complex,"""Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA."" [GOC:editors, GOC:mah, ISBN:0198547684, PMID:19239890]",GOTERM_CC_DIRECT,2,100.0,0.0009394339303758088,"SNRNP48,ZRSR2",2,2,210,105.47142857142858,0.0009394339303758088
REAC:R-HSA-72203~Processing of Capped Intron-Containing Pre-mRNA,Processing of Capped Intron-Containing Pre-mRNA,Processing of Capped Intron-Containing Pre-mRNA,REACTOME_PATHWAY,2,100.0,0.0010447895757453945,"SNRNP48,ZRSR2",2,2,276,39.869565217391305,0.0010447895757453945
GO:0089701~U2AF complex,U2AF complex,"""A heterodimeric protein complex consisting of conserved large and small U2AF subunits that contributes to spliceosomal RNA splicing by binding to consensus sequences at the 3' splice site. U2AF is required to stabilize the association of the U2 snRNP with the branch point."" [GOC:dos, GOC:mah, PMID:15231733, PMID:1538748, PMID:2963698, PMID:8657565]",GOTERM_CC_DIRECT,1,50.0,0.003792068189590103,ZRSR2,2,1,6,1845.75,0.003792068189590103
REAC:R-HSA-8953854~Metabolism of RNA,Metabolism of RNA,Metabolism of RNA,REACTOME_PATHWAY,2,100.0,0.005197002218720098,"SNRNP48,ZRSR2",2,2,710,15.498591549295774,0.005197002218720098
GO:0030628~pre-mRNA 3'-splice site binding,pre-mRNA 3'-splice site binding,"""Binding to a pre-mRNA 3' splice site sequence."" [GOC:jl]",GOTERM_MF_DIRECT,1,50.0,0.005926511173616422,ZRSR2,2,1,5,2024.6,0.005926511173616422
CORUM:1068~12S U11 snRNP,12S U11 snRNP,12S U11 snRNP,CORUM_COMPLEX,1,50.0,0.012391155345377602,SNRNP48,2,1,14,120.82142857142857,0.012391155345377602
