Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
"CORUM:877~SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)","SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)","SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)",CORUM_COMPLEX,1,100.0,0.0022169671888856435,STX16,1,1,5,676.6,0.0022169671888856435
"CORUM:875~SNARE complex (VAMP3, VAMP4, STX16)","SNARE complex (VAMP3, VAMP4, STX16)","SNARE complex (VAMP3, VAMP4, STX16)",CORUM_COMPLEX,1,100.0,0.0022169671888856435,STX16,1,1,3,1127.6666666666667,0.0022169671888856435
REAC:R-HSA-159782~Removal of aminoterminal propeptides from gamma-carboxylated proteins,Removal of aminoterminal propeptides from gamma-carboxylated proteins,Removal of aminoterminal propeptides from gamma-carboxylated proteins,REACTOME_PATHWAY,1,50.0,0.009492231275082474,BGLAP,2,1,10,550.2,0.009492231275082474
REAC:R-HSA-159740~Gamma-carboxylation of protein precursors,Gamma-carboxylation of protein precursors,Gamma-carboxylation of protein precursors,REACTOME_PATHWAY,1,50.0,0.009492231275082474,BGLAP,2,1,10,550.2,0.009492231275082474
"REAC:R-HSA-159854~Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",REACTOME_PATHWAY,1,50.0,0.009492231275082474,BGLAP,2,1,11,500.18181818181824,0.009492231275082474
REAC:R-HSA-159763~Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,REACTOME_PATHWAY,1,50.0,0.009492231275082474,BGLAP,2,1,9,611.3333333333334,0.009492231275082474
REAC:R-HSA-8940973~RUNX2 regulates osteoblast differentiation,RUNX2 regulates osteoblast differentiation,RUNX2 regulates osteoblast differentiation,REACTOME_PATHWAY,1,50.0,0.015869251877474722,BGLAP,2,1,23,239.21739130434784,0.015869251877474722
REAC:R-HSA-8941326~RUNX2 regulates bone development,RUNX2 regulates bone development,RUNX2 regulates bone development,REACTOME_PATHWAY,1,50.0,0.01724369445126415,BGLAP,2,1,30,183.4,0.01724369445126415
REAC:R-HSA-6811438~Intra-Golgi traffic,Intra-Golgi traffic,Intra-Golgi traffic,REACTOME_PATHWAY,1,50.0,0.02110526356563877,STX16,2,1,44,125.04545454545456,0.02110526356563877
REAC:R-HSA-6811440~Retrograde transport at the Trans-Golgi-Network,Retrograde transport at the Trans-Golgi-Network,Retrograde transport at the Trans-Golgi-Network,REACTOME_PATHWAY,1,50.0,0.02110526356563877,STX16,2,1,49,112.28571428571429,0.02110526356563877
WP:WP322~Osteoblast signaling,Osteoblast signaling,Osteoblast signaling,WIKIPATHWAYS,1,50.0,0.022378246873640872,BGLAP,2,1,14,312.57142857142856,0.022378246873640872
KEGG:04130~SNARE interactions in vesicular transport,SNARE interactions in vesicular transport,SNARE interactions in vesicular transport,KEGG_PATHWAY,1,50.0,0.022589483818289735,STX16,2,1,32,132.5625,0.022589483818289735
