Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:1901749~leukotriene D4 catabolic process,leukotriene D4 catabolic process,"""The chemical reactions and pathways resulting in the breakdown of leukotriene D4."" [GOC:TermGenie, GOC:yaf]",GOTERM_BP_DIRECT,1,100.0,0.0026633691619868394,DPEP2,1,1,2,10513.0,0.0026633691619868394
GO:1901523~icosanoid catabolic process,icosanoid catabolic process,"""The chemical reactions and pathways resulting in the breakdown of icosanoid."" [GOC:pr, GOC:TermGenie]",GOTERM_BP_DIRECT,1,100.0,0.003329211452486658,DPEP2,1,1,9,2336.222222222222,0.003329211452486658
GO:0036100~leukotriene catabolic process,leukotriene catabolic process,"""The chemical reactions and pathways resulting in the breakdown of a leukotriene, a pharmacologically active substance derived from a polyunsaturated fatty acid, such as arachidonic acid."" [GOC:yaf]",GOTERM_BP_DIRECT,1,100.0,0.003329211452486658,DPEP2,1,1,6,3504.3333333333335,0.003329211452486658
GO:1901748~leukotriene D4 metabolic process,leukotriene D4 metabolic process,"""The chemical reactions and pathways involving leukotriene D4."" [GOC:TermGenie, GOC:yaf]",GOTERM_BP_DIRECT,1,100.0,0.003329211452486658,DPEP2,1,1,10,2102.6,0.003329211452486658
GO:1901569~fatty acid derivative catabolic process,fatty acid derivative catabolic process,"""The chemical reactions and pathways resulting in the breakdown of fatty acid derivative."" [GOC:pr, GOC:TermGenie]",GOTERM_BP_DIRECT,1,100.0,0.004794064491581906,DPEP2,1,1,18,1168.111111111111,0.004794064491581906
GO:0050510~N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity,"""Catalysis of the reaction: N-acetyl-beta-D-galactosaminyl-(1,4)-beta-D-glucuronosyl-proteoglycan + UDP-alpha-D-glucuronate = beta-D-glucuronosyl-(1,3)-N-acetyl-beta-D-galactosaminyl-(1,4)-beta-D-glucuronosyl-proteoglycan + UDP."" [EC:2.4.1.226]",GOTERM_MF_DIRECT,1,50.0,0.006814814482287379,CHPF2,2,1,4,2530.75,0.006814814482287379
GO:0047238~glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity,glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity,"""Catalysis of the reaction: D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan + UDP-N-acetylgalactosamine = N-acetyl-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan + UDP."" [EC:2.4.1.175]",GOTERM_MF_DIRECT,1,50.0,0.006814814482287379,CHPF2,2,1,6,1687.1666666666667,0.006814814482287379
GO:0070573~metallodipeptidase activity,metallodipeptidase activity,"""Catalysis of the hydrolysis of a dipeptide by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."" [GOC:mah, https://www.ebi.ac.uk/merops/about/glossary.shtml#CATTYPE]",GOTERM_MF_DIRECT,1,50.0,0.006814814482287379,DPEP2,2,1,9,1124.7777777777778,0.006814814482287379
GO:0006691~leukotriene metabolic process,leukotriene metabolic process,"""The chemical reactions and pathways involving leukotriene, a pharmacologically active substance derived from a polyunsaturated fatty acid, such as arachidonic acid."" [GOC:ma]",GOTERM_BP_DIRECT,1,100.0,0.007102317765306529,DPEP2,1,1,32,657.0625,0.007102317765306529
KEGG:00532~Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,KEGG_PATHWAY,1,100.0,0.007425742574257432,CHPF2,1,1,21,404.0,0.007425742574257432
GO:0044273~sulfur compound catabolic process,sulfur compound catabolic process,"""The chemical reactions and pathways resulting in the breakdown of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]",GOTERM_BP_DIRECT,1,100.0,0.00837058879482555,DPEP2,1,1,44,477.8636363636364,0.00837058879482555
GO:0016805~dipeptidase activity,dipeptidase activity,"""Catalysis of the hydrolysis of a dipeptide."" [EC:3.4.13.-, https://www.ebi.ac.uk/merops/about/glossary.shtml#DIPEPTIDASE, PMID:19879002]",GOTERM_MF_DIRECT,1,50.0,0.009084848119183586,DPEP2,2,1,16,632.6875,0.009084848119183586
GO:1901568~fatty acid derivative metabolic process,fatty acid derivative metabolic process,"""The chemical reactions and pathways involving fatty acid derivative."" [GOC:pr, GOC:TermGenie]",GOTERM_BP_DIRECT,1,100.0,0.012817464092076236,DPEP2,1,1,77,273.06493506493507,0.012817464092076236
GO:0015020~glucuronosyltransferase activity,glucuronosyltransferase activity,"""Catalysis of the reaction: glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H+ + UDP."" [RHEA:21032]",GOTERM_MF_DIRECT,1,50.0,0.012864477879519942,CHPF2,2,1,34,297.7352941176471,0.012864477879519942
GO:0008376~acetylgalactosaminyltransferase activity,acetylgalactosaminyltransferase activity,"""Catalysis of the transfer of an N-acetylgalactosaminyl residue from UDP-N-acetyl-galactosamine to an oligosaccharide."" [ISBN:0198506732]",GOTERM_MF_DIRECT,1,50.0,0.012864477879519942,CHPF2,2,1,34,297.7352941176471,0.012864477879519942
WP:WP5171~Leukotriene metabolic pathway,Leukotriene metabolic pathway,Leukotriene metabolic pathway,WIKIPATHWAYS,1,50.0,0.013674331708656284,DPEP2,2,1,13,336.61538461538464,0.013674331708656284
WP:WP5395~Glycosaminoglycan synthesis in fibroblasts,Glycosaminoglycan synthesis in fibroblasts,Glycosaminoglycan synthesis in fibroblasts,WIKIPATHWAYS,1,50.0,0.013674331708656284,CHPF2,2,1,41,106.73170731707317,0.013674331708656284
WP:WP5321~Prostaglandin and leukotriene metabolism in senescence ,Prostaglandin and leukotriene metabolism in senescence ,Prostaglandin and leukotriene metabolism in senescence ,WIKIPATHWAYS,1,50.0,0.013674331708656284,DPEP2,2,1,34,128.70588235294116,0.013674331708656284
WP:WP5424~Omega 6 fatty acids in senescence,Omega 6 fatty acids in senescence,Omega 6 fatty acids in senescence,WIKIPATHWAYS,1,50.0,0.013674331708656284,DPEP2,2,1,48,91.16666666666667,0.013674331708656284
GO:0006690~icosanoid metabolic process,icosanoid metabolic process,"""The chemical reactions and pathways involving icosanoids, any of a group of C20 polyunsaturated fatty acids."" [GOC:ma]",GOTERM_BP_DIRECT,1,100.0,0.018051724320154092,DPEP2,1,1,122,172.34426229508196,0.018051724320154092
REAC:R-HSA-5423646~Aflatoxin activation and detoxification,Aflatoxin activation and detoxification,Aflatoxin activation and detoxification,REACTOME_PATHWAY,1,50.0,0.018113293876132364,DPEP2,2,1,18,305.6666666666667,0.018113293876132364
REAC:R-HSA-2022870~Chondroitin sulfate biosynthesis,Chondroitin sulfate biosynthesis,Chondroitin sulfate biosynthesis,REACTOME_PATHWAY,1,50.0,0.018113293876132364,CHPF2,2,1,19,289.57894736842104,0.018113293876132364
REAC:R-HSA-9664535~LTC4-CYSLTR mediated IL4 production,LTC4-CYSLTR mediated IL4 production,LTC4-CYSLTR mediated IL4 production,REACTOME_PATHWAY,1,50.0,0.018113293876132364,DPEP2,2,1,7,785.9999999999999,0.018113293876132364
REAC:R-HSA-2142691~Synthesis of Leukotrienes (LT) and Eoxins (EX),Synthesis of Leukotrienes (LT) and Eoxins (EX),Synthesis of Leukotrienes (LT) and Eoxins (EX),REACTOME_PATHWAY,1,50.0,0.018113293876132364,DPEP2,2,1,21,262.0,0.018113293876132364
GO:0008235~metalloexopeptidase activity,metalloexopeptidase activity,"""Catalysis of the hydrolysis of a peptide bond not more than three residues from the N- or C-terminus of a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."" [GOC:mah, https://www.ebi.ac.uk/merops/about/glossary.shtml]",GOTERM_MF_DIRECT,1,50.0,0.02138783113419854,DPEP2,2,1,66,153.37878787878788,0.02138783113419854
GO:0008238~exopeptidase activity,exopeptidase activity,"""Catalysis of the hydrolysis of a peptide bond not more than three residues from the N- or C-terminus of a polypeptide chain, in a reaction that requires a free N-terminal amino group, C-terminal carboxyl group or both."" [https://www.ebi.ac.uk/merops/about/glossary.shtml#EXOPEPTIDASE]",GOTERM_MF_DIRECT,1,50.0,0.028896424436336443,DPEP2,2,1,102,99.24509803921569,0.028896424436336443
GO:0046395~carboxylic acid catabolic process,carboxylic acid catabolic process,"""The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",GOTERM_BP_DIRECT,1,100.0,0.02978130972043277,DPEP2,1,1,246,85.47154471544715,0.02978130972043277
GO:0016054~organic acid catabolic process,organic acid catabolic process,"""The chemical reactions and pathways resulting in the breakdown of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",GOTERM_BP_DIRECT,1,100.0,0.02978130972043277,DPEP2,1,1,246,85.47154471544715,0.02978130972043277
REAC:R-HSA-1793185~Chondroitin sulfate/dermatan sulfate metabolism,Chondroitin sulfate/dermatan sulfate metabolism,Chondroitin sulfate/dermatan sulfate metabolism,REACTOME_PATHWAY,1,50.0,0.033768421705022034,CHPF2,2,1,49,112.28571428571429,0.033768421705022034
REAC:R-HSA-2142753~Arachidonate metabolism,Arachidonate metabolism,Arachidonate metabolism,REACTOME_PATHWAY,1,50.0,0.03386784933212652,DPEP2,2,1,59,93.25423728813558,0.03386784933212652
GO:0006790~sulfur compound metabolic process,sulfur compound metabolic process,"""The chemical reactions and pathways involving the nonmetallic element sulfur or compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:ai]",GOTERM_BP_DIRECT,1,100.0,0.03417990424553715,DPEP2,1,1,308,68.26623376623377,0.03417990424553715
GO:0044282~small molecule catabolic process,small molecule catabolic process,"""The chemical reactions and pathways resulting in the breakdown of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:vw]",GOTERM_BP_DIRECT,1,100.0,0.03528964139636659,DPEP2,1,1,371,56.67385444743935,0.03528964139636659
GO:0016042~lipid catabolic process,lipid catabolic process,"""The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",GOTERM_BP_DIRECT,1,100.0,0.03528964139636659,DPEP2,1,1,354,59.3954802259887,0.03528964139636659
GO:0008194~UDP-glycosyltransferase activity,UDP-glycosyltransferase activity,"""Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule."" [InterPro:IPR004224, PMID:11846783]",GOTERM_MF_DIRECT,1,50.0,0.03697639801008203,CHPF2,2,1,147,68.8639455782313,0.03697639801008203
GO:0043603~amide metabolic process,amide metabolic process,"""The chemical reactions and pathways involving an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group, as carried out by individual cells."" [GOC:curators]",GOTERM_BP_DIRECT,1,100.0,0.040394432290180256,DPEP2,1,1,455,46.21098901098901,0.040394432290180256
GO:0016758~hexosyltransferase activity,hexosyltransferase activity,"""Catalysis of the transfer of a hexosyl group from one compound (donor) to another (acceptor)."" [EC:2.4.1.-]",GOTERM_MF_DIRECT,1,50.0,0.04131154734971258,CHPF2,2,1,200,50.615,0.04131154734971258
GO:0008237~metallopeptidase activity,metallopeptidase activity,"""Catalysis of the hydrolysis of peptide bonds by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."" [GOC:mah, https://www.ebi.ac.uk/merops/about/glossary.shtml#CATTYPE]",GOTERM_MF_DIRECT,1,50.0,0.04131154734971258,DPEP2,2,1,201,50.36318407960199,0.04131154734971258
REAC:R-HSA-1630316~Glycosaminoglycan metabolism,Glycosaminoglycan metabolism,Glycosaminoglycan metabolism,REACTOME_PATHWAY,1,50.0,0.049967613450300596,CHPF2,2,1,125,44.016000000000005,0.049967613450300596
REAC:R-HSA-9664433~Leishmania parasite growth and survival,Leishmania parasite growth and survival,Leishmania parasite growth and survival,REACTOME_PATHWAY,1,50.0,0.049967613450300596,DPEP2,2,1,131,42.0,0.049967613450300596
REAC:R-HSA-9662851~Anti-inflammatory response favouring Leishmania parasite infection,Anti-inflammatory response favouring Leishmania parasite infection,Anti-inflammatory response favouring Leishmania parasite infection,REACTOME_PATHWAY,1,50.0,0.049967613450300596,DPEP2,2,1,131,42.0,0.049967613450300596
