Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP5422~IL19 signaling,IL19 signaling,IL19 signaling,WIKIPATHWAYS,1,100.0,0.008569469835466248,SOCS5,1,1,28,312.57142857142856,0.008569469835466248
WP:WP395~IL4 signaling,IL4 signaling,IL4 signaling,WIKIPATHWAYS,1,100.0,0.008569469835466248,SOCS5,1,1,50,175.04,0.008569469835466248
GO:2000504~positive regulation of blood vessel remodeling,positive regulation of blood vessel remodeling,"""Any process that activates or increases the frequency, rate or extent of blood vessel remodeling."" [GOC:obol]",GOTERM_BP_DIRECT,1,50.0,0.016402026685040774,TMBIM1,2,1,2,5256.5,0.016402026685040774
GO:1902045~negative regulation of Fas signaling pathway,negative regulation of Fas signaling pathway,"""Any process that stops, prevents or reduces the frequency, rate or extent of Fas signaling pathway."" [GOC:TermGenie, PMID:17245429]",GOTERM_BP_DIRECT,1,50.0,0.016402026685040774,TMBIM1,2,1,2,5256.5,0.016402026685040774
GO:0097699~vascular endothelial cell response to fluid shear stress,vascular endothelial cell response to fluid shear stress,"""Any response to fluid shear stress in a vascular endothelial cell."" [GOC:bc, GOC:BHF, GOC:BHF_miRNA, PMID:21768538]",GOTERM_BP_DIRECT,1,50.0,0.016402026685040774,SOCS5,2,1,1,10513.0,0.016402026685040774
GO:0043086~negative regulation of catalytic activity,negative regulation of catalytic activity,"""Any process that stops or reduces the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]",GOTERM_BP_DIRECT,2,100.0,0.016402026685040774,"TMBIM1,SOCS5",2,2,293,71.76109215017065,0.016402026685040774
GO:0052742~phosphatidylinositol kinase activity,phosphatidylinositol kinase activity,"""Catalysis of the reaction: ATP + a phosphatidylinositol = ADP + a phosphatidylinositol phosphate."" [GOC:ai]",GOTERM_MF_DIRECT,1,50.0,0.018331548381189455,SOCS5,2,1,39,259.5641025641026,0.018331548381189455
GO:0001727~lipid kinase activity,lipid kinase activity,"""Catalysis of the phosphorylation of a simple or complex lipid."" [GOC:hjd]",GOTERM_MF_DIRECT,1,50.0,0.018331548381189455,SOCS5,2,1,54,187.46296296296296,0.018331548381189455
GO:0032813~tumor necrosis factor receptor superfamily binding,tumor necrosis factor receptor superfamily binding,"""Binding to a member of the tumor necrosis factor receptor superfamily."" [GOC:add]",GOTERM_MF_DIRECT,1,50.0,0.018331548381189455,TMBIM1,2,1,50,202.46,0.018331548381189455
GO:0016303~1-phosphatidylinositol-3-kinase activity,1-phosphatidylinositol-3-kinase activity,"""Catalysis of the reaction: a 1-phosphatidyl-1D-myo-inositol + ATP = a 1-phosphatidyl-1D-myo-inositol 3-phosphate + ADP + H+."" [EC:2.7.1.137, RHEA:12709]",GOTERM_MF_DIRECT,1,50.0,0.018331548381189455,SOCS5,2,1,25,404.92,0.018331548381189455
GO:0005154~epidermal growth factor receptor binding,epidermal growth factor receptor binding,"""Binding to an epidermal growth factor receptor."" [GOC:ai]",GOTERM_MF_DIRECT,1,50.0,0.018331548381189455,SOCS5,2,1,35,289.22857142857146,0.018331548381189455
GO:0046935~1-phosphatidylinositol-3-kinase regulator activity,1-phosphatidylinositol-3-kinase regulator activity,"""Modulates the activity of the enzyme 1-phosphatidylinositol-3-kinase activity."" [GOC:ai]",GOTERM_MF_DIRECT,1,50.0,0.018331548381189455,SOCS5,2,1,16,632.6875,0.018331548381189455
