Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0036503~ERAD pathway,ERAD pathway,"""The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome."" [GOC:bf, GOC:PARL, PMID:20940304, PMID:21969857]",GOTERM_BP_DIRECT,2,100.0,0.0018107833877155457,"ERLEC1,FOXRED2",2,2,109,192.89908256880733,0.0018107833877155457
GO:0005788~endoplasmic reticulum lumen,endoplasmic reticulum lumen,"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]",GOTERM_CC_DIRECT,2,100.0,0.002986080783282229,"ERLEC1,FOXRED2",2,2,313,70.76357827476039,0.002986080783282229
GO:0034976~response to endoplasmic reticulum stress,response to endoplasmic reticulum stress,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:cjm, GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.005586017560727999,"ERLEC1,FOXRED2",2,2,270,77.87407407407407,0.005586017560727999
CORUM:6859~HRD1 complex,HRD1 complex,HRD1 complex,CORUM_COMPLEX,1,100.0,0.006503103754064599,ERLEC1,1,1,11,307.54545454545456,0.006503103754064599
GO:0010498~proteasomal protein catabolic process,proteasomal protein catabolic process,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:tb]",GOTERM_BP_DIRECT,2,100.0,0.0129335957191528,"ERLEC1,FOXRED2",2,2,543,38.721915285451196,0.0129335957191528
"GO:1904153~negative regulation of retrograde protein transport, ER to cytosol","negative regulation of retrograde protein transport, ER to cytosol","""Any process that stops, prevents or reduces the frequency, rate or extent of retrograde protein transport, ER to cytosol."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:18555783]",GOTERM_BP_DIRECT,1,50.0,0.0129335957191528,ERLEC1,2,1,9,1168.111111111111,0.0129335957191528
GO:0070862~negative regulation of protein exit from endoplasmic reticulum,negative regulation of protein exit from endoplasmic reticulum,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of proteins from the endoplasmic reticulum."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.0129335957191528,ERLEC1,2,1,10,1051.3,0.0129335957191528
GO:0051603~proteolysis involved in protein catabolic process,proteolysis involved in protein catabolic process,"""The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."" [GOC:ai, GOC:dph, GOC:tb]",GOTERM_BP_DIRECT,2,100.0,0.013558461458841424,"ERLEC1,FOXRED2",2,2,786,26.75063613231552,0.013558461458841424
"GO:1904152~regulation of retrograde protein transport, ER to cytosol","regulation of retrograde protein transport, ER to cytosol","""Any process that modulates the frequency, rate or extent of retrograde protein transport, ER to cytosol."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:18555783]",GOTERM_BP_DIRECT,1,50.0,0.013558461458841424,ERLEC1,2,1,13,808.6923076923077,0.013558461458841424
GO:1903513~endoplasmic reticulum to cytosol transport,endoplasmic reticulum to cytosol transport,"""The directed movement of substances from endoplasmic reticulum to cytosol."" [GO_REF:0000076, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, GOC:rl, GOC:TermGenie, PMID:16402920]",GOTERM_BP_DIRECT,1,50.0,0.01508273451449112,ERLEC1,2,1,28,375.4642857142857,0.01508273451449112
GO:1901698~response to nitrogen compound,response to nitrogen compound,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",GOTERM_BP_DIRECT,2,100.0,0.01508273451449112,"ERLEC1,FOXRED2",2,2,1080,19.46851851851852,0.01508273451449112
"GO:0030970~retrograde protein transport, ER to cytosol","retrograde protein transport, ER to cytosol","""The directed movement of unfolded or misfolded proteins from the endoplasmic reticulum to the cytosol through the translocon."" [PMID:11994744]",GOTERM_BP_DIRECT,1,50.0,0.01508273451449112,ERLEC1,2,1,28,375.4642857142857,0.01508273451449112
GO:0070861~regulation of protein exit from endoplasmic reticulum,regulation of protein exit from endoplasmic reticulum,"""Any process that modulates the frequency, rate or extent of the directed movement of proteins from the endoplasmic reticulum."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.01508273451449112,ERLEC1,2,1,25,420.52,0.01508273451449112
GO:0030163~protein catabolic process,protein catabolic process,"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.01508273451449112,"ERLEC1,FOXRED2",2,2,1030,20.41359223300971,0.01508273451449112
GO:0090317~negative regulation of intracellular protein transport,negative regulation of intracellular protein transport,"""Any process that decreases the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:tb]",GOTERM_BP_DIRECT,1,50.0,0.01590994164372751,ERLEC1,2,1,32,328.53125,0.01590994164372751
GO:0044322~endoplasmic reticulum quality control compartment,endoplasmic reticulum quality control compartment,"""A subcompartment of the endoplasmic reticulum in which proteins with improper or incorrect folding accumulate. Enzymes in this compartment direct proteins with major folding problems to translocation to the cytosol and degradation, and proteins with minor folding problems to the ER, to interact with chaperon proteins."" [PMID:11408579]",GOTERM_CC_DIRECT,1,50.0,0.016245116062701126,ERLEC1,2,1,24,461.4375,0.016245116062701126
REAC:R-HSA-5678895~Defective CFTR causes cystic fibrosis,Defective CFTR causes cystic fibrosis,Defective CFTR causes cystic fibrosis,REACTOME_PATHWAY,1,100.0,0.018429661941111796,ERLEC1,1,1,61,180.39344262295083,0.018429661941111796
REAC:R-HSA-5619084~ABC transporter disorders,ABC transporter disorders,ABC transporter disorders,REACTOME_PATHWAY,1,100.0,0.018429661941111796,ERLEC1,1,1,78,141.0769230769231,0.018429661941111796
