Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0050906~detection of stimulus involved in sensory perception,detection of stimulus involved in sensory perception,"""The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos, GOC:dph]",GOTERM_BP_DIRECT,11,68.75,4.0345410560288135e-12,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,PJVK,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",16,11,518,27.906129343629345,4.0345410560288135e-12
GO:0004984~olfactory receptor activity,olfactory receptor activity,"""Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell."" [GOC:bf, GOC:dph, GOC:sart, PMID:19135896, PMID:21041441]",GOTERM_MF_DIRECT,10,58.82352941176471,8.918164044789437e-12,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",17,10,397,29.998518299007262,8.918164044789437e-12
GO:0050911~detection of chemical stimulus involved in sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,"""The series of events involved in the perception of smell in which an olfactory chemical stimulus is received and converted into a molecular signal."" [GOC:ai]",GOTERM_BP_DIRECT,10,62.5,1.0793008540333502e-11,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",16,10,398,33.01821608040201,1.0793008540333502e-11
GO:0051606~detection of stimulus,detection of stimulus,"""The series of events in which a stimulus is received by a cell or organism and converted into a molecular signal."" [GOC:add, GOC:ai, GOC:dph, GOC:mah]",GOTERM_BP_DIRECT,11,68.75,1.1171897848500085e-11,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,PJVK,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",16,11,645,22.411434108527132,1.1171897848500085e-11
GO:0007608~sensory perception of smell,sensory perception of smell,"""The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."" [GOC:ai]",GOTERM_BP_DIRECT,10,62.5,1.1171897848500085e-11,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",16,10,426,30.84800469483568,1.1171897848500085e-11
GO:0050907~detection of chemical stimulus involved in sensory perception,detection of chemical stimulus involved in sensory perception,"""The series of events in which a chemical stimulus is received and converted into a molecular signal as part of sensory perception."" [GOC:ai, GOC:dos]",GOTERM_BP_DIRECT,10,62.5,1.2885210202276052e-11,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",16,10,444,29.59740990990991,1.2885210202276052e-11
REAC:R-HSA-381753~Olfactory Signaling Pathway,Olfactory Signaling Pathway,Olfactory Signaling Pathway,REACTOME_PATHWAY,10,76.92307692307693,1.738078250318303e-11,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",13,10,362,23.382915427114323,1.738078250318303e-11
REAC:R-HSA-9752946~Expression and translocation of olfactory receptors,Expression and translocation of olfactory receptors,Expression and translocation of olfactory receptors,REACTOME_PATHWAY,10,76.92307692307693,1.738078250318303e-11,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",13,10,355,23.843986998916577,1.738078250318303e-11
REAC:R-HSA-9709957~Sensory Perception,Sensory Perception,Sensory Perception,REACTOME_PATHWAY,11,84.61538461538461,1.759631672626321e-11,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,PJVK,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",13,11,576,16.165064102564102,1.759631672626321e-11
GO:0009593~detection of chemical stimulus,detection of chemical stimulus,"""The series of events in which a chemical stimulus is received by a cell and converted into a molecular signal."" [GOC:jl]",GOTERM_BP_DIRECT,10,62.5,2.386237658957148e-11,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",16,10,481,27.32068607068607,2.386237658957148e-11
