Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
"CORUM:3917~Ternary complex (GATA4, SRF, MYOCD)","Ternary complex (GATA4, SRF, MYOCD)","Ternary complex (GATA4, SRF, MYOCD)",CORUM_COMPLEX,1,16.666666666666664,0.017722627119665657,MYOCD,6,1,2,281.91666666666663,0.017722627119665657
CORUM:6339~beta-catenin-B-cell lymphoma 9 protein  complex,beta-catenin-B-cell lymphoma 9 protein  complex,beta-catenin-B-cell lymphoma 9 protein  complex,CORUM_COMPLEX,1,16.666666666666664,0.017722627119665657,BCL9,6,1,2,281.91666666666663,0.017722627119665657
CORUM:6647~MED15-WWTR1 complex,MED15-WWTR1 complex,MED15-WWTR1 complex,CORUM_COMPLEX,1,16.666666666666664,0.017722627119665657,MED15,6,1,2,281.91666666666663,0.017722627119665657
CORUM:343~Sarcoglycan-sarcospan complex SG-SPN,Sarcoglycan-sarcospan complex SG-SPN,Sarcoglycan-sarcospan complex SG-SPN,CORUM_COMPLEX,1,16.666666666666664,0.03315629617602872,SGCA,6,1,5,112.76666666666667,0.03315629617602872
CORUM:232~ARC complex,ARC complex,ARC complex,CORUM_COMPLEX,1,16.666666666666664,0.03949454364612892,MED15,6,1,15,37.58888888888889,0.03949454364612892
CORUM:284~CRSP complex,CRSP complex,CRSP complex,CORUM_COMPLEX,1,16.666666666666664,0.03949454364612892,MED15,6,1,11,51.25757575757576,0.03949454364612892
CORUM:287~ARC-L complex,ARC-L complex,ARC-L complex,CORUM_COMPLEX,1,16.666666666666664,0.03949454364612892,MED15,6,1,13,43.37179487179487,0.03949454364612892
CORUM:288~ARC complex,ARC complex,ARC complex,CORUM_COMPLEX,1,16.666666666666664,0.03949454364612892,MED15,6,1,14,40.27380952380952,0.03949454364612892
CORUM:909~ARC92-Mediator complex,ARC92-Mediator complex,ARC92-Mediator complex,CORUM_COMPLEX,1,16.666666666666664,0.03949454364612892,MED15,6,1,13,43.37179487179487,0.03949454364612892
CORUM:910~CRSP-Mediator 2 complex,CRSP-Mediator 2 complex,CRSP-Mediator 2 complex,CORUM_COMPLEX,1,16.666666666666664,0.03949454364612892,MED15,6,1,10,56.38333333333333,0.03949454364612892
"CORUM:6643~SAGA complex, GCN5-linked","SAGA complex, GCN5-linked","SAGA complex, GCN5-linked",CORUM_COMPLEX,1,16.666666666666664,0.04534434708914278,ATXN7L2,6,1,19,29.675438596491226,0.04534434708914278
