Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0032002~interleukin-28 receptor complex,interleukin-28 receptor complex,"""A protein complex that binds interleukin-28 and interleukin-29. It is composed of an alpha and a beta receptor subunit (in human IFNLR1/IL28Ralpha & IL10RB) and either Interleukin-28 (IFNL2 or IFNL3) or Interleukin-29 (IFNL1)."" [GOC:rph]",GOTERM_CC_DIRECT,1,50.0,0.004063205401040881,IFNLR1,2,1,3,3691.5,0.004063205401040881
GO:0044301~climbing fiber,climbing fiber,"""The axon of inferior olive neuron that projects to the cerebellar cortex, largely via the inferior cerebellar peduncle. They range in diameter from 1-3 um and are myelinated until they enter the granule cell layer. They give off collaterals to the deep cerebellar nuclei. They synapse extensively with the dendrites of Purkinje cells in the molecular layer, where each fiber branches repeatedly to climb along the Purkinje cell dendritic tree. Each Purkinje cell is innervated by only a single climbing fiber."" [NIF_Subcellular:nlx_subcell_20090203]",GOTERM_CC_DIRECT,1,50.0,0.004063205401040881,C1QL1,2,1,2,5537.25,0.004063205401040881
WP:WP2113~Type III interferon signaling,Type III interferon signaling,Type III interferon signaling,WIKIPATHWAYS,1,100.0,0.005712979890310499,IFNLR1,1,1,10,875.1999999999999,0.005712979890310499
REAC:R-HSA-449836~Other interleukin signaling,Other interleukin signaling,Other interleukin signaling,REACTOME_PATHWAY,1,100.0,0.006815703380589122,IFNLR1,1,1,24,458.5,0.006815703380589122
REAC:R-HSA-8854691~Interleukin-20 family signaling,Interleukin-20 family signaling,Interleukin-20 family signaling,REACTOME_PATHWAY,1,100.0,0.006815703380589122,IFNLR1,1,1,25,440.16,0.006815703380589122
GO:0150053~cerebellar climbing fiber to Purkinje cell synapse,cerebellar climbing fiber to Purkinje cell synapse,"""A synapse of a climbing fiber onto the dendrites of a Purkinje cell in cerebellum. The climbing fiber originates from the inferior olivary nucleus of the medulla oblongata."" [GOC:aruk, GOC:bc, PMID:19597563, PMID:23811844, PMID:5044254]",GOTERM_CC_DIRECT,1,50.0,0.007222660867306496,C1QL1,2,1,8,1384.3125,0.007222660867306496
WP:WP4558~Interferon mediated signaling,Interferon mediated signaling,Interferon mediated signaling,WIKIPATHWAYS,1,100.0,0.010569012797075061,IFNLR1,1,1,37,236.54054054054052,0.010569012797075061
"GO:0098985~asymmetric, glutamatergic, excitatory synapse","asymmetric, glutamatergic, excitatory synapse","""A neuron to neuron synapse with a postsynaptic density, that uses glutamate as a neurotransmitter and whose activity results in excitatory postsynaptic potentials."" [GOC:dos]",GOTERM_CC_DIRECT,1,50.0,0.010832034338044694,C1QL1,2,1,16,692.15625,0.010832034338044694
WP:WP4538~Regulatory circuits of STAT3 signaling,Regulatory circuits of STAT3 signaling,Regulatory circuits of STAT3 signaling,WIKIPATHWAYS,1,100.0,0.014282449725777266,IFNLR1,1,1,75,116.69333333333334,0.014282449725777266
GO:0043083~synaptic cleft,synaptic cleft,"""The narrow gap that separates the presynaptic and postsynaptic membranes, into which neurotransmitter is released."" [GOC:jl, PMID:30784960]",GOTERM_CC_DIRECT,1,50.0,0.014619613743954707,C1QL1,2,1,27,410.1666666666667,0.014619613743954707
GO:0098883~synapse pruning,synapse pruning,"""A cellular process that results in the controlled breakdown of synapse. After it starts the process is continuous until the synapse has disappeared."" [GOC:dos, PMID:12062020, PMID:18083105, PMID:22632716, PMID:29844190]",GOTERM_BP_DIRECT,1,50.0,0.01800741463516027,C1QL1,2,1,15,700.8666666666667,0.01800741463516027
GO:0038196~type III interferon-mediated signaling pathway,type III interferon-mediated signaling pathway,"""The series of molecular signals initiated by type III interferon binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Interferon lambda is the only member of the type III interferon found so far."" [GOC:signaling, PMID:32464097]",GOTERM_BP_DIRECT,1,50.0,0.01800741463516027,IFNLR1,2,1,10,1051.3,0.01800741463516027
GO:0016322~neuron remodeling,neuron remodeling,"""The developmentally regulated remodeling of neuronal projections such as pruning to eliminate the extra dendrites and axons projections set up in early stages of nervous system development."" [GOC:hb]",GOTERM_BP_DIRECT,1,50.0,0.01800741463516027,C1QL1,2,1,15,700.8666666666667,0.01800741463516027
GO:0061743~motor learning,motor learning,"""Any process in which an organism acquires a novel neuromuscular action or movement as the result of experience."" [GOC:bf, GOC:PARL, Wikipedia:Motor_learning]",GOTERM_BP_DIRECT,1,50.0,0.01800741463516027,C1QL1,2,1,8,1314.125,0.01800741463516027
GO:1901857~positive regulation of cellular respiration,positive regulation of cellular respiration,"""Any process that activates or increases the frequency, rate or extent of cellular respiration."" [GOC:TermGenie, GOC:yaf, PMID:23150719]",GOTERM_BP_DIRECT,1,50.0,0.01800741463516027,IFNLR1,2,1,15,700.8666666666667,0.01800741463516027
GO:1905806~regulation of synapse pruning,regulation of synapse pruning,"""Any process that modulates the frequency, rate or extent of synapse pruning."" [GO_REF:0000058, GOC:TermGenie, PMID:27779093]",GOTERM_BP_DIRECT,1,50.0,0.01800741463516027,C1QL1,2,1,7,1501.857142857143,0.01800741463516027
GO:0034342~response to type III interferon,response to type III interferon,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type III interferon stimulus. Interferon lambda is the only member of the type III interferon found so far."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16734557]",GOTERM_BP_DIRECT,1,50.0,0.01800741463516027,IFNLR1,2,1,11,955.7272727272727,0.01800741463516027
GO:0071358~cellular response to type III interferon,cellular response to type III interferon,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type III interferon stimulus. Interferon lambda is the only member of the type III interferon found so far."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.01800741463516027,IFNLR1,2,1,10,1051.3,0.01800741463516027
GO:0099558~maintenance of synapse structure,maintenance of synapse structure,"""A process that preserves the structural organistation and orientation of a synaptic cellular component such as the synaptic cytoskeleton and molecular scaffolds."" [GOC:dos, PMID:24449494, PMID:25611509]",GOTERM_BP_DIRECT,1,50.0,0.026882756222887116,C1QL1,2,1,28,375.4642857142857,0.026882756222887116
GO:0150146~cell junction disassembly,cell junction disassembly,"""The disaggregation of a cell junction into its constituent components."" [GOC:aruk, PMID:25490267]",GOTERM_BP_DIRECT,1,50.0,0.026882756222887116,C1QL1,2,1,28,375.4642857142857,0.026882756222887116
GO:0042551~neuron maturation,neuron maturation,"""A developmental process, independent of morphogenetic (shape) change, that is required for a neuron to attain its fully functional state."" [GOC:dph, GOC:jl]",GOTERM_BP_DIRECT,1,50.0,0.029388321157893513,C1QL1,2,1,49,214.55102040816325,0.029388321157893513
GO:0043457~regulation of cellular respiration,regulation of cellular respiration,"""Any process that modulates the frequency, rate or extent of cellular respiration, the enzymatic release of energy from organic compounds."" [GOC:jl]",GOTERM_BP_DIRECT,1,50.0,0.029388321157893513,IFNLR1,2,1,49,214.55102040816325,0.029388321157893513
GO:0034331~cell junction maintenance,cell junction maintenance,"""The organization process that preserves a cell junction in a stable functional or structural state. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix."" [GOC:dph, GOC:jl, GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.029388321157893513,C1QL1,2,1,48,219.02083333333334,0.029388321157893513
GO:0002385~mucosal immune response,mucosal immune response,"""An immune response taking place in mucosal tissues, including those of the intestinal tract, nasal and upper respiratory tract, and genital tract."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]",GOTERM_BP_DIRECT,1,50.0,0.029388321157893513,IFNLR1,2,1,41,256.4146341463415,0.029388321157893513
GO:0002251~organ or tissue specific immune response,organ or tissue specific immune response,"""An immune response taking place in an organ or tissues such as the liver, brain, mucosa, or nervous system tissues."" [GO_REF:0000022, GOC:jal]",GOTERM_BP_DIRECT,1,50.0,0.029388321157893513,IFNLR1,2,1,45,233.62222222222223,0.029388321157893513
GO:0050691~regulation of defense response to virus by host,regulation of defense response to virus by host,"""Any host process that modulates the frequency, rate, or extent of the antiviral response of a host cell or organism."" [GOC:ai, GOC:dph]",GOTERM_BP_DIRECT,1,50.0,0.029388321157893513,IFNLR1,2,1,46,228.54347826086956,0.029388321157893513
GO:0060076~excitatory synapse,excitatory synapse,"""A synapse in which an action potential in the presynaptic cell increases the probability of an action potential occurring in the postsynaptic cell."" [GOC:dph, GOC:ef]",GOTERM_CC_DIRECT,1,50.0,0.03245500679298463,C1QL1,2,1,72,153.8125,0.03245500679298463
GO:0005581~collagen trimer,collagen trimer,"""A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."" [GOC:dos, GOC:mah, ISBN:0721639976, PMID:19693541, PMID:21421911]",GOTERM_CC_DIRECT,1,50.0,0.03514448538492397,C1QL1,2,1,91,121.6978021978022,0.03514448538492397
WP:WP5473~Cytokine cytokine receptor interaction,Cytokine cytokine receptor interaction,Cytokine cytokine receptor interaction,WIKIPATHWAYS,1,100.0,0.036277422303473555,IFNLR1,1,1,254,34.45669291338583,0.036277422303473555
GO:0050688~regulation of defense response to virus,regulation of defense response to virus,"""Any process that modulates the frequency, rate or extent of the antiviral response of a cell or organism."" [GOC:ai]",GOTERM_BP_DIRECT,1,50.0,0.03724070388084084,IFNLR1,2,1,66,159.2878787878788,0.03724070388084084
GO:0098586~cellular response to virus,cellular response to virus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."" [GOC:dos]",GOTERM_BP_DIRECT,1,50.0,0.03936767097179329,IFNLR1,2,1,78,134.7820512820513,0.03936767097179329
GO:0043954~cellular component maintenance,cellular component maintenance,"""The organization process that preserves a cellular component in a stable functional or structural state."" [GOC:dph, GOC:jl, GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.03936767097179329,C1QL1,2,1,75,140.17333333333335,0.03936767097179329
