Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP5506~Disorders of NAD metabolism,Disorders of NAD metabolism,Disorders of NAD metabolism,WIKIPATHWAYS,1,50.0,0.006854009058667954,CD38,2,1,5,875.1999999999999,0.006854009058667954
WP:WP2889~Oxytocin signaling,Oxytocin signaling,Oxytocin signaling,WIKIPATHWAYS,1,50.0,0.006854009058667954,CD38,2,1,4,1094.0,0.006854009058667954
WP:WP4962~Airway smooth muscle cell contraction,Airway smooth muscle cell contraction,Airway smooth muscle cell contraction,WIKIPATHWAYS,1,50.0,0.008767616424929247,CD38,2,1,16,273.5,0.008767616424929247
WP:WP3679~Cell type dependent selectivity of CCK2R signaling,Cell type dependent selectivity of CCK2R signaling,Cell type dependent selectivity of CCK2R signaling,WIKIPATHWAYS,1,50.0,0.008767616424929247,CD38,2,1,13,336.61538461538464,0.008767616424929247
WP:WP3644~NAD metabolism,NAD metabolism,NAD metabolism,WIKIPATHWAYS,1,50.0,0.008767616424929247,CD38,2,1,16,273.5,0.008767616424929247
WP:WP3645~NAD biosynthetic pathways,NAD biosynthetic pathways,NAD biosynthetic pathways,WIKIPATHWAYS,1,50.0,0.010042780172211385,CD38,2,1,22,198.9090909090909,0.010042780172211385
GO:0003953~NAD+ nucleosidase activity,NAD+ nucleosidase activity,"""Catalysis of the reaction: NAD+ + H2O = ADP-D-ribose + nicotinamide + H+."" [PMID:11866528, PMID:7805847, RHEA:16301]",GOTERM_MF_DIRECT,1,50.0,0.014219762273504744,CD38,2,1,11,920.2727272727273,0.014219762273504744
"GO:0061809~NAD+ nucleosidase activity, cyclic ADP-ribose generating","NAD+ nucleosidase activity, cyclic ADP-ribose generating","""Catalysis of the reaction: NAD+ + H2O = ADP-D-ribose + nicotinamide + H+, in a two step reaction: first an ADP-ribosyl cyclase reaction to synthesise cyclic ADP-ribose, followed by a cyclic ADP-ribose hydrolase reaction to generate (linear) ADP-ribose."" [EC:3.2.2.6, PMID:11866528]",GOTERM_MF_DIRECT,1,50.0,0.014219762273504744,CD38,2,1,16,632.6875,0.014219762273504744
WP:WP5300~TROP2 regulatory signaling,TROP2 regulatory signaling,TROP2 regulatory signaling,WIKIPATHWAYS,1,50.0,0.017194527840999983,PECAM1,2,1,44,99.45454545454545,0.017194527840999983
WP:WP5236~Markers of kidney cell lineage,Markers of kidney cell lineage,Markers of kidney cell lineage,WIKIPATHWAYS,1,50.0,0.01761459698416316,PECAM1,2,1,58,75.44827586206897,0.01761459698416316
WP:WP5144~NRP1 triggered signaling in pancreatic cancer ,NRP1 triggered signaling in pancreatic cancer ,NRP1 triggered signaling in pancreatic cancer ,WIKIPATHWAYS,1,50.0,0.01761459698416316,PECAM1,2,1,53,82.56603773584906,0.01761459698416316
"GO:0016799~hydrolase activity, hydrolyzing N-glycosyl compounds","hydrolase activity, hydrolyzing N-glycosyl compounds","""Catalysis of the hydrolysis of any N-glycosyl bond."" [GOC:jl]",GOTERM_MF_DIRECT,1,50.0,0.01865144911707961,CD38,2,1,40,253.075,0.01865144911707961
GO:0016849~phosphorus-oxygen lyase activity,phosphorus-oxygen lyase activity,"""Catalysis of the cleavage of a phosphorus-oxygen bond by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond."" [GOC:jl]",GOTERM_MF_DIRECT,1,50.0,0.01865144911707961,CD38,2,1,42,241.02380952380955,0.01865144911707961
GO:0001894~tissue homeostasis,tissue homeostasis,"""A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."" [GOC:add, GOC:isa_complete]",GOTERM_BP_DIRECT,2,100.0,0.019786753271028967,"PECAM1,CD38",2,2,268,78.45522388059702,0.019786753271028967
GO:0150107~positive regulation of protein localization to cell-cell junction,positive regulation of protein localization to cell-cell junction,"""Any process that activates or increases the frequency, rate or extent of protein localization to cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]",GOTERM_BP_DIRECT,1,50.0,0.019786753271028967,PECAM1,2,1,1,10513.0,0.019786753271028967
GO:0060249~anatomical structure homeostasis,anatomical structure homeostasis,"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]",GOTERM_BP_DIRECT,2,100.0,0.019786753271028967,"PECAM1,CD38",2,2,269,78.1635687732342,0.019786753271028967
WP:WP5055~Burn wound healing,Burn wound healing,Burn wound healing,WIKIPATHWAYS,1,50.0,0.02047976966643872,PECAM1,2,1,75,58.34666666666667,0.02047976966643872
GO:0150106~regulation of protein localization to cell-cell junction,regulation of protein localization to cell-cell junction,"""Any process that modulates the frequency, rate or extent of protein localization to cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]",GOTERM_BP_DIRECT,1,50.0,0.025966614235497506,PECAM1,2,1,3,3504.3333333333335,0.025966614235497506
