Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0004984~olfactory receptor activity,olfactory receptor activity,"""Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell."" [GOC:bf, GOC:dph, GOC:sart, PMID:19135896, PMID:21041441]",GOTERM_MF_DIRECT,13,37.142857142857146,8.176943019047728e-12,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",35,13,397,18.941921554516014,8.176943019047728e-12
GO:0050907~detection of chemical stimulus involved in sensory perception,detection of chemical stimulus involved in sensory perception,"""The series of events in which a chemical stimulus is received and converted into a molecular signal as part of sensory perception."" [GOC:ai, GOC:dos]",GOTERM_BP_DIRECT,14,37.83783783783784,1.1669426854329577e-11,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",37,14,444,17.918431945458973,1.1669426854329577e-11
GO:0009593~detection of chemical stimulus,detection of chemical stimulus,"""The series of events in which a chemical stimulus is received by a cell and converted into a molecular signal."" [GOC:jl]",GOTERM_BP_DIRECT,14,37.83783783783784,1.7496402847099217e-11,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",37,14,481,16.540091026577514,1.7496402847099217e-11
GO:0050911~detection of chemical stimulus involved in sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,"""The series of events involved in the perception of smell in which an olfactory chemical stimulus is received and converted into a molecular signal."" [GOC:ai]",GOTERM_BP_DIRECT,13,35.13513513513514,1.9267375869795428e-11,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",37,13,398,18.561591742496265,1.9267375869795428e-11
GO:0007606~sensory perception of chemical stimulus,sensory perception of chemical stimulus,"""The series of events required for an organism to receive a sensory chemical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai]",GOTERM_BP_DIRECT,14,37.83783783783784,1.9267375869795428e-11,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",37,14,501,15.879807951664239,1.9267375869795428e-11
GO:0050906~detection of stimulus involved in sensory perception,detection of stimulus involved in sensory perception,"""The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos, GOC:dph]",GOTERM_BP_DIRECT,14,37.83783783783784,1.9267375869795428e-11,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",37,14,518,15.35865595325055,1.9267375869795428e-11
REAC:R-HSA-381753~Olfactory Signaling Pathway,Olfactory Signaling Pathway,Olfactory Signaling Pathway,REACTOME_PATHWAY,13,52.0,2.1995548260377384e-11,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",25,13,362,15.806850828729283,2.1995548260377384e-11
REAC:R-HSA-9752946~Expression and translocation of olfactory receptors,Expression and translocation of olfactory receptors,Expression and translocation of olfactory receptors,REACTOME_PATHWAY,13,52.0,2.1995548260377384e-11,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",25,13,355,16.118535211267606,2.1995548260377384e-11
GO:0007608~sensory perception of smell,sensory perception of smell,"""The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."" [GOC:ai]",GOTERM_BP_DIRECT,13,35.13513513513514,3.210385914533891e-11,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",37,13,426,17.341581017637356,3.210385914533891e-11
KEGG:04740~Olfactory transduction,Olfactory transduction,Olfactory transduction,KEGG_PATHWAY,13,65.0,4.701987127527274e-11,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",20,13,428,12.884579439252338,4.701987127527274e-11
GO:0051606~detection of stimulus,detection of stimulus,"""The series of events in which a stimulus is received by a cell or organism and converted into a molecular signal."" [GOC:add, GOC:ai, GOC:dph, GOC:mah]",GOTERM_BP_DIRECT,14,37.83783783783784,2.6884142442323106e-10,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",37,14,645,12.334548501990364,2.6884142442323106e-10
GO:0004930~G protein-coupled receptor activity,G protein-coupled receptor activity,"""Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."" [GOC:bf, Wikipedia:GPCR]",GOTERM_MF_DIRECT,14,40.0,3.202377158865456e-09,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",35,14,839,9.65244338498212,3.202377158865456e-09
GO:0007600~sensory perception,sensory perception,"""The series of events required for an organism to receive a sensory stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai, GOC:dph]",GOTERM_BP_DIRECT,15,40.54054054054054,3.6288279998747172e-09,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,TFAP2A,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",37,15,966,8.824072519724693,3.6288279998747172e-09
REAC:R-HSA-9709957~Sensory Perception,Sensory Perception,Sensory Perception,REACTOME_PATHWAY,13,52.0,5.3228595855394864e-09,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",25,13,576,9.934166666666668,5.3228595855394864e-09
