Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:6479~Cubilin-intrinsic factor-cobalamin complex,Cubilin-intrinsic factor-cobalamin complex,Cubilin-intrinsic factor-cobalamin complex,CORUM_COMPLEX,1,100.0,0.0011823825007386546,CBLIF,1,1,2,1691.4999999999998,0.0011823825007386546
GO:0140355~cargo receptor ligand activity,cargo receptor ligand activity,"""The activity of a gene product that interacts with a cargo receptor and initiates endocytosis."" [PMID:15797858]",GOTERM_MF_DIRECT,1,50.0,0.0026670617739160685,CBLIF,2,1,3,3374.3333333333335,0.0026670617739160685
REAC:R-HSA-3359462~Defective AMN causes MGA1,Defective AMN causes MGA1,Defective AMN causes MGA1,REACTOME_PATHWAY,1,50.0,0.002726033576052056,CBLIF,2,1,3,1834.0,0.002726033576052056
REAC:R-HSA-3359457~Defective CBLIF causes IFD,Defective CBLIF causes IFD,Defective CBLIF causes IFD,REACTOME_PATHWAY,1,50.0,0.002726033576052056,CBLIF,2,1,1,5502.0,0.002726033576052056
REAC:R-HSA-3359463~Defective CUBN causes MGA1,Defective CUBN causes MGA1,Defective CUBN causes MGA1,REACTOME_PATHWAY,1,50.0,0.002726033576052056,CBLIF,2,1,3,1834.0,0.002726033576052056
GO:0006824~cobalt ion transport,cobalt ion transport,"""The directed movement of cobalt (Co2+) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",GOTERM_BP_DIRECT,1,100.0,0.003852373252165031,CBLIF,1,1,8,2628.25,0.003852373252165031
GO:0015889~cobalamin transport,cobalamin transport,"""The directed movement of cobalamin (vitamin B12), a water-soluble vitamin characterized by possession of a corrin nucleus containing a cobalt atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",GOTERM_BP_DIRECT,1,100.0,0.003852373252165031,CBLIF,1,1,9,2336.222222222222,0.003852373252165031
GO:0031419~cobalamin binding,cobalamin binding,"""Binding to cobalamin (vitamin B12), a water-soluble vitamin characterized by possession of a corrin nucleus containing a cobalt atom."" [GOC:mah]",GOTERM_MF_DIRECT,1,50.0,0.004444334439420994,CBLIF,2,1,10,1012.3,0.004444334439420994
KEGG:04977~Vitamin digestion and absorption,Vitamin digestion and absorption,Vitamin digestion and absorption,KEGG_PATHWAY,1,100.0,0.005657708628005853,CBLIF,1,1,24,353.5,0.005657708628005853
REAC:R-HSA-9758881~Uptake of dietary cobalamins into enterocytes,Uptake of dietary cobalamins into enterocytes,Uptake of dietary cobalamins into enterocytes,REACTOME_PATHWAY,1,50.0,0.006812915898519872,CBLIF,2,1,10,550.2,0.006812915898519872
