Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
HP:0410056~Decreased CSF erythritol concentration,Decreased CSF erythritol concentration,Concentration of erythritol in the cerebrospinal fluid below the lower limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410059~Increased level of D-threitol in urine,Increased level of D-threitol in urine,An increase in the level of D-threitol in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410058~Increased CSF D-threitol concentration,Increased CSF D-threitol concentration,The concentration of D-threitol in the cerebrospinal fluid is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410057~Increased level of D-threitol in plasma,Increased level of D-threitol in plasma,An increase in the level of D-threitol in the plasma.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410055~Decreased level of erythritol in urine,Decreased level of erythritol in urine,A decrease in the level of erythritol in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0034894~Elevated brain polyol compounds by MRS,Elevated brain polyol compounds by MRS,An increase in the level of polyol compounds in the brain identified by magnetic resonance spectroscopy (MRS).,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410073~Increased CSF ribose concentration,Increased CSF ribose concentration,The concentration of ribose in the cerebrospinal fluid is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410074~Increased level of xylitol in urine,Increased level of xylitol in urine,An increase in the level of xylitol in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410070~Increased level of ribitol in urine,Increased level of ribitol in urine,An increase in the level of ribitol in the urine. Ribotol is a crystalline pentose alcohol (C5H12O5) and is a metabolic end product formed by the reduction of ribose.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410071~Increased CSF ribitol concentration,Increased CSF ribitol concentration,The concentration of ribitol in the cerebrospinal fluid is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
HP:0410075~Increased CSF xylitol concentration,Increased CSF xylitol concentration,The concentration of xylitol in the cerebrospinal fluid is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0013421617752332445,RPIA,1,1,1,5080.0,0.0013421617752332445
REAC:R-HSA-5659996~RPIA deficiency: failed conversion of R5P to RU5P,RPIA deficiency: failed conversion of R5P to RU5P,RPIA deficiency: failed conversion of R5P to RU5P,REACTOME_PATHWAY,1,50.0,0.0013631406761177578,RPIA,2,1,1,5502.0,0.0013631406761177578
REAC:R-HSA-6791461~RPIA deficiency: failed conversion of RU5P to R5P,RPIA deficiency: failed conversion of RU5P to R5P,RPIA deficiency: failed conversion of RU5P to R5P,REACTOME_PATHWAY,1,50.0,0.0013631406761177578,RPIA,2,1,1,5502.0,0.0013631406761177578
REAC:R-HSA-6791465~Pentose phosphate pathway disease,Pentose phosphate pathway disease,Pentose phosphate pathway disease,REACTOME_PATHWAY,1,50.0,0.001817438309431041,RPIA,2,1,2,2751.0,0.001817438309431041
HP:0025550~Elevated circulating ribitol concentration,Elevated circulating ribitol concentration,The concentration of ribitol in the blood circulation is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0022713506965472865,RPIA,1,1,2,2540.0,0.0022713506965472865
HP:0410072~Increased level of ribose in urine,Increased level of ribose in urine,An increase in the level of ribose in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.0022713506965472865,RPIA,1,1,2,2540.0,0.0022713506965472865
WP:WP134~Pentose phosphate metabolism,Pentose phosphate metabolism,Pentose phosphate metabolism,WIKIPATHWAYS,1,50.0,0.009137111935183517,RPIA,2,1,7,625.1428571428571,0.009137111935183517
WP:WP5043~Pentose phosphate pathway in senescent cells,Pentose phosphate pathway in senescent cells,Pentose phosphate pathway in senescent cells,WIKIPATHWAYS,1,50.0,0.009137111935183517,RPIA,2,1,8,547.0,0.009137111935183517
REAC:R-HSA-71336~Pentose phosphate pathway,Pentose phosphate pathway,Pentose phosphate pathway,REACTOME_PATHWAY,1,50.0,0.00926261708539744,RPIA,2,1,15,366.8,0.00926261708539744
REAC:R-HSA-6788467~IL-6-type cytokine receptor ligand interactions,IL-6-type cytokine receptor ligand interactions,IL-6-type cytokine receptor ligand interactions,REACTOME_PATHWAY,1,50.0,0.00926261708539744,CNTF,2,1,17,323.6470588235294,0.00926261708539744
REAC:R-HSA-6783589~Interleukin-6 family signaling,Interleukin-6 family signaling,Interleukin-6 family signaling,REACTOME_PATHWAY,1,50.0,0.010893727704479605,CNTF,2,1,24,229.25,0.010893727704479605
REAC:R-HSA-5663084~Diseases of carbohydrate metabolism,Diseases of carbohydrate metabolism,Diseases of carbohydrate metabolism,REACTOME_PATHWAY,1,50.0,0.012833779828376983,RPIA,2,1,33,166.72727272727272,0.012833779828376983
GO:0004751~ribose-5-phosphate isomerase activity,ribose-5-phosphate isomerase activity,"""Catalysis of the reaction: aldehydo-D-ribose 5-phosphate = D-ribulose 5-phosphate."" [RHEA:14657]",GOTERM_MF_DIRECT,1,25.0,0.013039612763021013,RPIA,4,1,1,5061.5,0.013039612763021013
HP:0011013~Abnormal circulating carbohydrate concentration,Abnormal circulating carbohydrate concentration,A deviation from the normal concentration of a carbohydrate in the blood circulation.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.01687289088863877,RPIA,1,1,16,317.5,0.01687289088863877
WP:WP2848~Pluripotent stem cell differentiation pathway,Pluripotent stem cell differentiation pathway,Pluripotent stem cell differentiation pathway,WIKIPATHWAYS,1,50.0,0.01823244227820838,CNTF,2,1,48,91.16666666666667,0.01823244227820838
WP:WP4290~Metabolic reprogramming in colon cancer,Metabolic reprogramming in colon cancer,Metabolic reprogramming in colon cancer,WIKIPATHWAYS,1,50.0,0.01823244227820838,RPIA,2,1,42,104.19047619047619,0.01823244227820838
WP:WP4304~Oligodendrocyte specification and differentiation leading to myelin components for CNS,Oligodendrocyte specification and differentiation leading to myelin components for CNS,Oligodendrocyte specification and differentiation leading to myelin components for CNS,WIKIPATHWAYS,1,50.0,0.01823244227820838,CNTF,2,1,30,145.86666666666667,0.01823244227820838
WP:WP5220~Metabolic reprogramming in pancreatic cancer,Metabolic reprogramming in pancreatic cancer,Metabolic reprogramming in pancreatic cancer,WIKIPATHWAYS,1,50.0,0.01823244227820838,RPIA,2,1,42,104.19047619047619,0.01823244227820838
"GO:0016861~intramolecular oxidoreductase activity, interconverting aldoses and ketoses","intramolecular oxidoreductase activity, interconverting aldoses and ketoses","""Catalysis of an oxidation-reduction (redox) reaction in which the hydrogen donor and acceptor, which is an aldose or a ketose, are the same molecule, and no oxidized product appears."" [EC:5.3.1.-, GOC:jl]",GOTERM_MF_DIRECT,1,25.0,0.02280917957971801,RPIA,4,1,7,723.0714285714286,0.02280917957971801
GO:0005138~interleukin-6 receptor binding,interleukin-6 receptor binding,"""Binding to an interleukin-6 receptor."" [GOC:ai]",GOTERM_MF_DIRECT,1,25.0,0.02280917957971801,CNTF,4,1,7,723.0714285714286,0.02280917957971801
GO:0005127~ciliary neurotrophic factor receptor binding,ciliary neurotrophic factor receptor binding,"""Binding to a ciliary neurotrophic factor receptor."" [GOC:ai]",GOTERM_MF_DIRECT,1,25.0,0.02280917957971801,CNTF,4,1,6,843.5833333333334,0.02280917957971801
WP:WP5083~Neuroinflammation and glutamatergic signaling,Neuroinflammation and glutamatergic signaling,Neuroinflammation and glutamatergic signaling,WIKIPATHWAYS,1,50.0,0.039673253848032525,CNTF,2,1,140,31.257142857142856,0.039673253848032525
WP:WP5095~Overview of proinflammatory and profibrotic mediators,Overview of proinflammatory and profibrotic mediators,Overview of proinflammatory and profibrotic mediators,WIKIPATHWAYS,1,50.0,0.039673253848032525,CNTF,2,1,127,34.45669291338583,0.039673253848032525
HP:0031979~Abnormal urine carbohydrate level,Abnormal urine carbohydrate level,Any deviation from the normal concentration of a carbohydrate in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,100.0,0.040354330708661235,RPIA,1,1,41,123.90243902439025,0.040354330708661235
