Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0008158~hedgehog receptor activity,hedgehog receptor activity,"""Combining with a member of the hedgehog protein family and transmitting the signal across the membrane to initiate a change in cell activity."" [GOC:bf, GOC:go_curators, PMID:9278137]",GOTERM_MF_DIRECT,1,50.0,0.0020743813797124977,B9D1,2,1,3,3374.3333333333335,0.0020743813797124977
WP:WP4803~Ciliopathies,Ciliopathies,Ciliopathies,WIKIPATHWAYS,2,100.0,0.002198234017444231,"CFAP418,B9D1",2,2,184,47.56521739130435,0.002198234017444231
GO:0005929~cilium,cilium,"""A specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface and of some cytoplasmic parts. Each cilium is largely bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored to a basal body."" [GOC:cilia, GOC:curators, GOC:kmv, GOC:vw, ISBN:0198547684, PMID:16824949, PMID:17009929, PMID:20144998]",GOTERM_CC_DIRECT,2,100.0,0.01710993466654857,"CFAP418,B9D1",2,2,789,28.072243346007603,0.01710993466654857
GO:0036038~MKS complex,MKS complex,"""A protein complex that is located at the ciliary transition zone and consists of several proteins some of which are membrane bound. Acts as an organiser of transition zone inner structure, specifically the Y-shaped links, in conjunction with the NPHP complex. The MKS complex also acts as part of the selective barrier that prevents diffusion of proteins between the ciliary cytoplasm and cellular cytoplasm as well as between the ciliary membrane and plasma membrane."" [GOC:cilia, GOC:sp, PMID:21422230, PMID:21565611, PMID:21725307, PMID:22179047, PMID:25869670, PMID:26595381, PMID:26982032]",GOTERM_CC_DIRECT,1,50.0,0.01710993466654857,B9D1,2,1,13,851.8846153846155,0.01710993466654857
WP:WP4536~Genes related to primary cilium development based on CRISPR ,Genes related to primary cilium development based on CRISPR ,Genes related to primary cilium development based on CRISPR ,WIKIPATHWAYS,1,50.0,0.0292503786979062,B9D1,2,1,103,42.48543689320388,0.0292503786979062
WP:WP4656~Joubert syndrome,Joubert syndrome,Joubert syndrome,WIKIPATHWAYS,1,50.0,0.0292503786979062,B9D1,2,1,76,57.578947368421055,0.0292503786979062
WP:WP5234~Bardet Biedl syndrome,Bardet Biedl syndrome,Bardet Biedl syndrome,WIKIPATHWAYS,1,50.0,0.0292503786979062,CFAP418,2,1,88,49.72727272727273,0.0292503786979062
REAC:R-HSA-5620912~Anchoring of the basal body to the plasma membrane,Anchoring of the basal body to the plasma membrane,Anchoring of the basal body to the plasma membrane,REACTOME_PATHWAY,1,100.0,0.0348964013086146,B9D1,1,1,96,114.625,0.0348964013086146
GO:0001917~photoreceptor inner segment,photoreceptor inner segment,"""The inner segment of a vertebrate photoreceptor containing mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs."" [GOC:add, PMID:12019563]",GOTERM_CC_DIRECT,1,50.0,0.0350514073364234,CFAP418,2,1,71,155.9788732394366,0.0350514073364234
GO:0035869~ciliary transition zone,ciliary transition zone,"""A region of the cilium between the basal body and proximal segment that is characterized by Y-shaped assemblages that connect axonemal microtubules to the ciliary membrane. The ciliary transition zone appears to function as a gate that controls ciliary membrane composition and separates the cytosol from the ciliary plasm."" [GOC:cilia, GOC:kmv, PMID:21422230]",GOTERM_CC_DIRECT,1,50.0,0.0350514073364234,B9D1,2,1,72,153.8125,0.0350514073364234
GO:0097546~ciliary base,ciliary base,"""Area of the cilium (also called flagellum) where the basal body and the axoneme are anchored to the plasma membrane. The ciliary base encompasses the distal part of the basal body, transition fibers and transition zone and is structurally and functionally very distinct from the rest of the cilium. In this area proteins are sorted and filtered before entering the cilium, and many ciliary proteins localize specifically to this area."" [GOC:cilia, GOC:krc, PMID:22653444]",GOTERM_CC_DIRECT,1,50.0,0.0350514073364234,CFAP418,2,1,47,235.6276595744681,0.0350514073364234
REAC:R-HSA-5617833~Cilium Assembly,Cilium Assembly,Cilium Assembly,REACTOME_PATHWAY,1,100.0,0.03525990548891297,B9D1,1,1,200,55.02,0.03525990548891297
REAC:R-HSA-1852241~Organelle biogenesis and maintenance,Organelle biogenesis and maintenance,Organelle biogenesis and maintenance,REACTOME_PATHWAY,1,100.0,0.03525990548891297,B9D1,1,1,291,37.81443298969072,0.03525990548891297
GO:0008594~photoreceptor cell morphogenesis,photoreceptor cell morphogenesis,"""The process in which the structures of a photoreceptor cell are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a photoreceptor cell, a sensory cell that reacts to the presence of light. An example of this is found in Drosophila melanogaster."" [GOC:jid, GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.03614228598462654,CFAP418,2,1,5,2102.6,0.03614228598462654
GO:0042995~cell projection,cell projection,"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, PMID:16318917]",GOTERM_CC_DIRECT,2,100.0,0.046831135910350846,"CFAP418,B9D1",2,2,2441,9.073740270380991,0.046831135910350846
GO:0120025~plasma membrane bounded cell projection,plasma membrane bounded cell projection,"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",GOTERM_CC_DIRECT,2,100.0,0.046831135910350846,"CFAP418,B9D1",2,2,2323,9.534653465346535,0.046831135910350846
