Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP3624~Lung fibrosis,Lung fibrosis,Lung fibrosis,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,63,46.3068783068783,0.03618408469170509
WP:WP4808~Endochondral ossification with skeletal dysplasias,Endochondral ossification with skeletal dysplasias,Endochondral ossification with skeletal dysplasias,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,63,46.3068783068783,0.03618408469170509
WP:WP4790~FGF23 signaling in hypophosphatemic rickets and related disorders,FGF23 signaling in hypophosphatemic rickets and related disorders,FGF23 signaling in hypophosphatemic rickets and related disorders,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,22,132.6060606060606,0.03618408469170509
WP:WP474~Endochondral ossification,Endochondral ossification,Endochondral ossification,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,63,46.3068783068783,0.03618408469170509
WP:WP560~TGF beta receptor signaling,TGF beta receptor signaling,TGF beta receptor signaling,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,55,53.04242424242424,0.03618408469170509
WP:WP4300~Extracellular vesicles in the crosstalk of cardiac cells,Extracellular vesicles in the crosstalk of cardiac cells,Extracellular vesicles in the crosstalk of cardiac cells,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,21,138.9206349206349,0.03618408469170509
WP:WP4879~Overlap between signal transduction pathways contributing to LMNA laminopathies,Overlap between signal transduction pathways contributing to LMNA laminopathies,Overlap between signal transduction pathways contributing to LMNA laminopathies,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,57,51.1812865497076,0.03618408469170509
WP:WP3945~TYROBP causal network in microglia,TYROBP causal network in microglia,TYROBP causal network in microglia,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,60,48.62222222222222,0.03618408469170509
WP:WP4844~Influence of laminopathies on Wnt signaling,Influence of laminopathies on Wnt signaling,Influence of laminopathies on Wnt signaling,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,37,78.84684684684683,0.03618408469170509
WP:WP5200~Dravet syndrome,Dravet syndrome,Dravet syndrome,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,PRR5,3,1,29,100.59770114942529,0.03618408469170509
WP:WP1471~Target of rapamycin signaling,Target of rapamycin signaling,Target of rapamycin signaling,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,PRR5,3,1,36,81.03703703703704,0.03618408469170509
WP:WP1434~Osteopontin signaling,Osteopontin signaling,Osteopontin signaling,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,13,224.4102564102564,0.03618408469170509
WP:WP12~Osteoclast signaling,Osteoclast signaling,Osteoclast signaling,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,16,182.33333333333331,0.03618408469170509
WP:WP5362~TAR syndrome,TAR syndrome,TAR syndrome,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,POLR3GL,3,1,62,47.053763440860216,0.03618408469170509
WP:WP5373~Osteoarthritic chondrocyte hypertrophy,Osteoarthritic chondrocyte hypertrophy,Osteoarthritic chondrocyte hypertrophy,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,50,58.346666666666664,0.03618408469170509
WP:WP4816~TGF beta receptor signaling in skeletal dysplasias,TGF beta receptor signaling in skeletal dysplasias,TGF beta receptor signaling in skeletal dysplasias,WIKIPATHWAYS,1,33.33333333333333,0.03618408469170509,SPP1,3,1,59,49.44632768361581,0.03618408469170509
WP:WP5356~Affected pathways in Duchenne muscular dystrophy,Affected pathways in Duchenne muscular dystrophy,Affected pathways in Duchenne muscular dystrophy,WIKIPATHWAYS,1,33.33333333333333,0.037731920166479194,SPP1,3,1,74,39.423423423423415,0.037731920166479194
WP:WP4655~Cytosolic DNA sensing pathway,Cytosolic DNA sensing pathway,Cytosolic DNA sensing pathway,WIKIPATHWAYS,1,33.33333333333333,0.037731920166479194,POLR3GL,3,1,73,39.9634703196347,0.037731920166479194
GO:0004731~purine-nucleoside phosphorylase activity,purine-nucleoside phosphorylase activity,"""Catalysis of the reaction: purine nucleoside + phosphate = purine + alpha-D-ribose 1-phosphate."" [EC:2.4.2.1]",GOTERM_MF_DIRECT,1,8.333333333333332,0.03790251278165613,LACC1,12,1,4,421.79166666666663,0.03790251278165613
GO:0047975~guanosine phosphorylase activity,guanosine phosphorylase activity,"""Catalysis of the reaction: guanosine + phosphate = guanine + D-ribose 1-phosphate."" [EC:2.4.2.15]",GOTERM_MF_DIRECT,1,8.333333333333332,0.03790251278165613,LACC1,12,1,2,843.5833333333333,0.03790251278165613
GO:0046936~2'-deoxyadenosine deaminase activity,2'-deoxyadenosine deaminase activity,"""Catalysis of the reaction: 2'-deoxyadenosine + H+ + H2O = 2'-deoxyinosine + NH4+."" [GOC:ai, RHEA:28190]",GOTERM_MF_DIRECT,1,8.333333333333332,0.03790251278165613,LACC1,12,1,4,421.79166666666663,0.03790251278165613
GO:0017061~S-methyl-5-thioadenosine phosphorylase activity,S-methyl-5-thioadenosine phosphorylase activity,"""Catalysis of the reaction: 5'-methylthioadenosine + phosphate = adenine + 5-methylthio-D-ribose 1-phosphate."" [EC:2.4.2.28]",GOTERM_MF_DIRECT,1,8.333333333333332,0.03790251278165613,LACC1,12,1,3,562.3888888888888,0.03790251278165613
WP:WP4022~Pyrimidine metabolism,Pyrimidine metabolism,Pyrimidine metabolism,WIKIPATHWAYS,1,33.33333333333333,0.04053009336437633,POLR3GL,3,1,84,34.73015873015873,0.04053009336437633
WP:WP2806~Complement system,Complement system,Complement system,WIKIPATHWAYS,1,33.33333333333333,0.0414198441833968,SPP1,3,1,94,31.035460992907797,0.0414198441833968
WP:WP75~Toll like receptor signaling,Toll like receptor signaling,Toll like receptor signaling,WIKIPATHWAYS,1,33.33333333333333,0.0414198441833968,SPP1,3,1,95,30.708771929824557,0.0414198441833968
