Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:2833~SRm160-SRm300 complex,SRm160-SRm300 complex,SRm160-SRm300 complex,CORUM_COMPLEX,1,100.0,0.0029559562518466365,SRRM2,1,1,2,1691.4999999999998,0.0029559562518466365
CORUM:1261~SRm160/300 complex,SRm160/300 complex,SRm160/300 complex,CORUM_COMPLEX,1,100.0,0.003694945314809406,SRRM2,1,1,5,676.6,0.003694945314809406
WP:WP698~Glucuronidation,Glucuronidation,Glucuronidation,WIKIPATHWAYS,1,100.0,0.0048750761730653736,UGDH,1,1,26,336.61538461538464,0.0048750761730653736
WP:WP5312~Metabolic pathways of fibroblasts,Metabolic pathways of fibroblasts,Metabolic pathways of fibroblasts,WIKIPATHWAYS,1,100.0,0.0048750761730653736,UGDH,1,1,32,273.5,0.0048750761730653736
WP:WP5394~UDP derived sugars synthesis in fibroblasts,UDP derived sugars synthesis in fibroblasts,UDP derived sugars synthesis in fibroblasts,WIKIPATHWAYS,1,100.0,0.0048750761730653736,UGDH,1,1,11,795.6363636363636,0.0048750761730653736
GO:0003979~UDP-glucose 6-dehydrogenase activity,UDP-glucose 6-dehydrogenase activity,"""Catalysis of the reaction: H2O + 2 NAD+ + UDP-alpha-D-glucose = 3 H+ + 2 NADH + UDP-alpha-D-glucuronate."" [EC:1.1.1.22, RHEA:23596]",GOTERM_MF_DIRECT,1,16.666666666666664,0.020448483651081983,UGDH,6,1,1,3374.333333333333,0.020448483651081983
KEGG:01250~Biosynthesis of nucleotide sugars,Biosynthesis of nucleotide sugars,Biosynthesis of nucleotide sugars,KEGG_PATHWAY,1,50.0,0.023036949457058142,UGDH,2,1,37,114.64864864864865,0.023036949457058142
KEGG:00520~Amino sugar and nucleotide sugar metabolism,Amino sugar and nucleotide sugar metabolism,Amino sugar and nucleotide sugar metabolism,KEGG_PATHWAY,1,50.0,0.023036949457058142,UGDH,2,1,49,86.57142857142858,0.023036949457058142
KEGG:00053~Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,KEGG_PATHWAY,1,50.0,0.023036949457058142,UGDH,2,1,30,141.4,0.023036949457058142
KEGG:00040~Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,KEGG_PATHWAY,1,50.0,0.023036949457058142,UGDH,2,1,36,117.83333333333333,0.023036949457058142
"REAC:R-HSA-173599~Formation of the active cofactor, UDP-glucuronate","Formation of the active cofactor, UDP-glucuronate","Formation of the active cofactor, UDP-glucuronate",REACTOME_PATHWAY,1,25.0,0.025074950232277127,UGDH,4,1,3,917.0,0.025074950232277127
REAC:R-HSA-9762293~Regulation of CDH11 gene transcription,Regulation of CDH11 gene transcription,Regulation of CDH11 gene transcription,REACTOME_PATHWAY,1,25.0,0.037581668326650164,PRDM8,4,1,9,305.6666666666667,0.037581668326650164
CORUM:1181~C complex spliceosome,C complex spliceosome,C complex spliceosome,CORUM_COMPLEX,1,100.0,0.03793477189870924,SRRM2,1,1,77,43.935064935064936,0.03793477189870924
REAC:R-HSA-156588~Glucuronidation,Glucuronidation,Glucuronidation,REACTOME_PATHWAY,1,25.0,0.04163799424914646,UGDH,4,1,25,110.04,0.04163799424914646
REAC:R-HSA-9759475~Regulation of CDH11 Expression and Function,Regulation of CDH11 Expression and Function,Regulation of CDH11 Expression and Function,REACTOME_PATHWAY,1,25.0,0.04163799424914646,PRDM8,4,1,27,101.88888888888889,0.04163799424914646
REAC:R-HSA-9764260~Regulation of Expression and Function of Type II Classical Cadherins,Regulation of Expression and Function of Type II Classical Cadherins,Regulation of Expression and Function of Type II Classical Cadherins,REACTOME_PATHWAY,1,25.0,0.04163799424914646,PRDM8,4,1,30,91.7,0.04163799424914646
REAC:R-HSA-9759476~Regulation of Homotypic Cell-Cell Adhesion,Regulation of Homotypic Cell-Cell Adhesion,Regulation of Homotypic Cell-Cell Adhesion,REACTOME_PATHWAY,1,25.0,0.04163799424914646,PRDM8,4,1,30,91.7,0.04163799424914646
