Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:6248~FBXW7-CSF3R-GSK3B complex,FBXW7-CSF3R-GSK3B complex,FBXW7-CSF3R-GSK3B complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,3,1127.6666666666667,0.0012092548303010483
CORUM:757~Prune-GSK3beta complex,Prune-GSK3beta complex,Prune-GSK3beta complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,2,1691.4999999999998,0.0012092548303010483
CORUM:3166~AXIN1-APC-CTNNB1-GSK3B complex,AXIN1-APC-CTNNB1-GSK3B complex,AXIN1-APC-CTNNB1-GSK3B complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,3,1127.6666666666667,0.0012092548303010483
CORUM:6352~FoxM1-Axin-GSK3beta complex,FoxM1-Axin-GSK3beta complex,FoxM1-Axin-GSK3beta complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,3,1127.6666666666667,0.0012092548303010483
CORUM:6906~FBXW7-CDX2-GSK3B complex,FBXW7-CDX2-GSK3B complex,FBXW7-CDX2-GSK3B complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,3,1127.6666666666667,0.0012092548303010483
CORUM:6963~AXIN1-GID8-GSK3B complex,AXIN1-GID8-GSK3B complex,AXIN1-GID8-GSK3B complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,3,1127.6666666666667,0.0012092548303010483
CORUM:6353~beta-Catenin destruction complex,beta-Catenin destruction complex,beta-Catenin destruction complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,3,1127.6666666666667,0.0012092548303010483
CORUM:7128~GSKIP-GSK3B-PRKAR2A complex,GSKIP-GSK3B-PRKAR2A complex,GSKIP-GSK3B-PRKAR2A complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,2,1691.4999999999998,0.0012092548303010483
CORUM:7130~PRKAR2A-GSKIP-GSK3B-DNM1L complex,PRKAR2A-GSKIP-GSK3B-DNM1L complex,PRKAR2A-GSKIP-GSK3B-DNM1L complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,3,1127.6666666666667,0.0012092548303010483
CORUM:7284~GSK3B-HSP90AA1-PKM2 complex,GSK3B-HSP90AA1-PKM2 complex,GSK3B-HSP90AA1-PKM2 complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,2,1691.4999999999998,0.0012092548303010483
CORUM:7127~GSKIP-GSK3B-PRKAR2A complex,GSKIP-GSK3B-PRKAR2A complex,GSKIP-GSK3B-PRKAR2A complex,CORUM_COMPLEX,1,100.0,0.0012092548303010483,GSK3B,1,1,2,1691.4999999999998,0.0012092548303010483
"CORUM:4151~TSC (TSC1, TSC2, AXIN, GSK3) complex","TSC (TSC1, TSC2, AXIN, GSK3) complex","TSC (TSC1, TSC2, AXIN, GSK3) complex",CORUM_COMPLEX,1,100.0,0.0012668383936490343,GSK3B,1,1,4,845.7499999999999,0.0012668383936490343
CORUM:7159~TSC2-GSK3-AXIN-DVL complex,TSC2-GSK3-AXIN-DVL complex,TSC2-GSK3-AXIN-DVL complex,CORUM_COMPLEX,1,100.0,0.0012668383936490343,GSK3B,1,1,4,845.7499999999999,0.0012668383936490343
CORUM:2998~Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex,CORUM_COMPLEX,1,100.0,0.0012668383936490343,GSK3B,1,1,4,845.7499999999999,0.0012668383936490343
REAC:R-HSA-4839735~Signaling by AXIN mutants,Signaling by AXIN mutants,Signaling by AXIN mutants,REACTOME_PATHWAY,1,33.33333333333333,0.015429278494296626,GSK3B,3,1,14,261.99999999999994,0.015429278494296626
REAC:R-HSA-4839744~Signaling by APC mutants,Signaling by APC mutants,Signaling by APC mutants,REACTOME_PATHWAY,1,33.33333333333333,0.015429278494296626,GSK3B,3,1,14,261.99999999999994,0.015429278494296626
REAC:R-HSA-4839743~Signaling by CTNNB1 phospho-site mutants,Signaling by CTNNB1 phospho-site mutants,Signaling by CTNNB1 phospho-site mutants,REACTOME_PATHWAY,1,33.33333333333333,0.015429278494296626,GSK3B,3,1,15,244.53333333333333,0.015429278494296626
REAC:R-HSA-198323~AKT phosphorylates targets in the cytosol,AKT phosphorylates targets in the cytosol,AKT phosphorylates targets in the cytosol,REACTOME_PATHWAY,1,33.33333333333333,0.015429278494296626,GSK3B,3,1,14,261.99999999999994,0.015429278494296626
