Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0070542~response to fatty acid,response to fatty acid,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fatty acid stimulus."" [GOC:lp]",GOTERM_BP_DIRECT,2,100.0,0.0032671626873155106,"PDX1,XRCC5",2,2,60,350.43333333333334,0.0032671626873155106
"GO:0140445~chromosome, telomeric repeat region","chromosome, telomeric repeat region","""A complex of DNA and protein that seals the end of a chromosome. The telomeric repeat DNA consists of simple tandemly repeated sequences specific for each species. Typically one strand is G-rich and the other C-rich. The G-rich strand forms a 3'-terminal overhang, the length of which varies with species. The single strand overhang is bound by a variety of proteins, including telomere capping proteins that bind to the single-stranded DNA and seal the telomeric loop."" [PMID:11352055, PMID:30208292]",GOTERM_CC_DIRECT,1,50.0,0.010471439459480892,XRCC5,2,1,14,791.0357142857142,0.010471439459480892
GO:0070419~nonhomologous end joining complex,nonhomologous end joining complex,"""A protein complex that plays a role in DNA double-strand break repair via nonhomologous end joining. Such complexes typically contain a specialized DNA ligase (e.g. Lig4 in eukaryotes) and one or more proteins that bind to DNA ends."" [GOC:mah, PMID:17072889, PMID:17938628]",GOTERM_CC_DIRECT,1,50.0,0.010471439459480892,XRCC5,2,1,9,1230.5,0.010471439459480892
GO:0070418~DNA-dependent protein kinase complex,DNA-dependent protein kinase complex,"""A protein complex that is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs) and the DNA end-binding heterodimer Ku."" [GOC:mah, PMID:10854421, PMID:12235392]",GOTERM_CC_DIRECT,1,50.0,0.010471439459480892,XRCC5,2,1,5,2214.9,0.010471439459480892
GO:0043564~Ku70:Ku80 complex,Ku70:Ku80 complex,"""Heterodimeric protein complex composed of a 70 kDa and a 80 kDa subunit, binds DNA through a channel formed by the heterodimer. Functions in DNA double stranded break repair, chromosome maintenance, transcription regulation, V(D)J recombination, and activation of DNA-PK."" [PMID:12518983]",GOTERM_CC_DIRECT,1,50.0,0.010471439459480892,XRCC5,2,1,3,3691.5,0.010471439459480892
GO:0005958~DNA-dependent protein kinase-DNA ligase 4 complex,DNA-dependent protein kinase-DNA ligase 4 complex,"""A large protein complex which is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs), the DNA end-binding heterodimer Ku, the nuclear phosphoprotein XRCC4 or a homolog thereof, and DNA ligase IV."" [GOC:jl, GOC:mah, PMID:10854421, PMID:12235392, PMID:17072889]",GOTERM_CC_DIRECT,1,50.0,0.010471439459480892,XRCC5,2,1,7,1582.0714285714284,0.010471439459480892
GO:0000783~nuclear telomere cap complex,nuclear telomere cap complex,"""A complex of DNA and protein located at the end of a linear chromosome in the nucleus that protects and stabilizes a linear chromosome."" [GOC:elh]",GOTERM_CC_DIRECT,1,50.0,0.010471439459480892,XRCC5,2,1,13,851.8846153846155,0.010471439459480892
GO:0000782~telomere cap complex,telomere cap complex,"""A complex of DNA and protein located at the end of a linear chromosome that protects and stabilizes a linear chromosome."" [GOC:elh]",GOTERM_CC_DIRECT,1,50.0,0.010471439459480892,XRCC5,2,1,13,851.8846153846155,0.010471439459480892
REAC:R-HSA-164843~2-LTR circle formation,2-LTR circle formation,2-LTR circle formation,REACTOME_PATHWAY,1,50.0,0.010655521187348027,XRCC5,2,1,7,785.9999999999999,0.010655521187348027
REAC:R-HSA-1834941~STING mediated induction of host immune responses,STING mediated induction of host immune responses,STING mediated induction of host immune responses,REACTOME_PATHWAY,1,50.0,0.010655521187348027,XRCC5,2,1,16,343.875,0.010655521187348027
REAC:R-HSA-210747~Regulation of gene expression in early pancreatic precursor cells,Regulation of gene expression in early pancreatic precursor cells,Regulation of gene expression in early pancreatic precursor cells,REACTOME_PATHWAY,1,50.0,0.010655521187348027,PDX1,2,1,7,785.9999999999999,0.010655521187348027
REAC:R-HSA-162592~Integration of provirus,Integration of provirus,Integration of provirus,REACTOME_PATHWAY,1,50.0,0.010655521187348027,XRCC5,2,1,9,611.3333333333334,0.010655521187348027
REAC:R-HSA-162594~Early Phase of HIV Life Cycle,Early Phase of HIV Life Cycle,Early Phase of HIV Life Cycle,REACTOME_PATHWAY,1,50.0,0.010655521187348027,XRCC5,2,1,14,392.99999999999994,0.010655521187348027
REAC:R-HSA-3270619~IRF3-mediated induction of type I IFN,IRF3-mediated induction of type I IFN,IRF3-mediated induction of type I IFN,REACTOME_PATHWAY,1,50.0,0.010655521187348027,XRCC5,2,1,13,423.2307692307692,0.010655521187348027
REAC:R-HSA-210745~Regulation of gene expression in beta cells,Regulation of gene expression in beta cells,Regulation of gene expression in beta cells,REACTOME_PATHWAY,1,50.0,0.010844318773622876,PDX1,2,1,19,289.57894736842104,0.010844318773622876
WP:WP5385~Growth factors and hormones in beta cell proliferation,Growth factors and hormones in beta cell proliferation,Growth factors and hormones in beta cell proliferation,WIKIPATHWAYS,1,50.0,0.014239229280038046,PDX1,2,1,26,168.30769230769232,0.014239229280038046
WP:WP5181~Roles of ceramides in development of insulin resistance,Roles of ceramides in development of insulin resistance,Roles of ceramides in development of insulin resistance,WIKIPATHWAYS,1,50.0,0.014239229280038046,PDX1,2,1,23,190.2608695652174,0.014239229280038046
WP:WP438~Non homologous end joining,Non homologous end joining,Non homologous end joining,WIKIPATHWAYS,1,50.0,0.014239229280038046,XRCC5,2,1,10,437.59999999999997,0.014239229280038046
WP:WP1584~Type II diabetes mellitus,Type II diabetes mellitus,Type II diabetes mellitus,WIKIPATHWAYS,1,50.0,0.014239229280038046,PDX1,2,1,21,208.38095238095238,0.014239229280038046
WP:WP4147~PTF1A related regulatory pathway,PTF1A related regulatory pathway,PTF1A related regulatory pathway,WIKIPATHWAYS,1,50.0,0.014239229280038046,PDX1,2,1,11,397.8181818181818,0.014239229280038046
GO:1990391~DNA repair complex,DNA repair complex,"""A protein complex involved in DNA repair processes including direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [GOC:bhm, PMID:17217467, PMID:20551348, PMID:22749910, PMID:24192350]",GOTERM_CC_DIRECT,1,50.0,0.015049634939577061,XRCC5,2,1,23,481.5,0.015049634939577061
KEGG:04950~Maturity onset diabetes of the young,Maturity onset diabetes of the young,Maturity onset diabetes of the young,KEGG_PATHWAY,1,50.0,0.015300381943686436,PDX1,2,1,26,163.15384615384616,0.015300381943686436
KEGG:03450~Non-homologous end-joining,Non-homologous end-joining,Non-homologous end-joining,KEGG_PATHWAY,1,50.0,0.015300381943686436,XRCC5,2,1,13,326.3076923076923,0.015300381943686436
GO:0051575~5'-deoxyribose-5-phosphate lyase activity,5'-deoxyribose-5-phosphate lyase activity,"""Catalysis of the reaction: a 5'-end 2'-deoxyribose-2'-deoxyribonucleotide-DNA = (2E,4S)-4-hydroxypenten-2-al-5-phosphate + a 5'-end 5'-phospho-2'-deoxyribonucleoside-DNA + H+."" [PMID:11251121, PMID:16120966, PMID:9614142, RHEA:76255]",GOTERM_MF_DIRECT,1,50.0,0.016295892944543644,XRCC5,2,1,8,1265.375,0.016295892944543644
GO:0045027~DNA end binding,DNA end binding,"""Binding to DNA ends exposed by the creation of double-strand breaks (DSBs)."" [GOC:jl]",GOTERM_MF_DIRECT,1,50.0,0.016295892944543644,XRCC5,2,1,3,3374.3333333333335,0.016295892944543644
GO:0003691~double-stranded telomeric DNA binding,double-stranded telomeric DNA binding,"""Binding to double-stranded telomere-associated DNA."" [GOC:jl, ISBN:0321000382]",GOTERM_MF_DIRECT,1,50.0,0.016295892944543644,XRCC5,2,1,9,1124.7777777777778,0.016295892944543644
GO:0034511~U3 snoRNA binding,U3 snoRNA binding,"""Binding to a U3 small nucleolar RNA."" [GOC:mah]",GOTERM_MF_DIRECT,1,50.0,0.016295892944543644,XRCC5,2,1,10,1012.3,0.016295892944543644
KEGG:04930~Type II diabetes mellitus,Type II diabetes mellitus,Type II diabetes mellitus,KEGG_PATHWAY,1,50.0,0.018025299102888047,PDX1,2,1,46,92.21739130434783,0.018025299102888047
GO:0010255~glucose mediated signaling pathway,glucose mediated signaling pathway,"""The process in which a change in the level of mono- and disaccharide glucose trigger the expression of genes controlling metabolic and developmental processes."" [GOC:sm]",GOTERM_BP_DIRECT,1,50.0,0.01847656531307543,PDX1,2,1,10,1051.3,0.01847656531307543
