Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0003677~DNA binding,DNA binding,"""Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb, GOC:vw]",GOTERM_MF_DIRECT,5,100.0,0.002145535473393287,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,2542,7.964594807238395,0.002145535473393287
GO:0003700~DNA-binding transcription factor activity,DNA-binding transcription factor activity,"""A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,4,80.0,0.004239491973377596,"ZNF382,MYT1,ZNF716,NR4A3",5,4,1448,11.185635359116024,0.004239491973377596
GO:0140110~transcription regulator activity,transcription regulator activity,"""A molecular function that controls the rate, timing and/or magnitude of gene transcription. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism. Genes are transcriptional units, and include bacterial operons."" [GOC:pg, GOC:txnOH-2018, Wikipedia:Transcription_factor]",GOTERM_MF_DIRECT,4,80.0,0.009183399035300324,"ZNF382,MYT1,ZNF716,NR4A3",5,4,1954,8.289048106448313,0.009183399035300324
GO:0006357~regulation of transcription by RNA polymerase II,regulation of transcription by RNA polymerase II,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",GOTERM_BP_DIRECT,5,100.0,0.009945486360578529,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,2578,8.155934833204034,0.009945486360578529
GO:0006366~transcription by RNA polymerase II,transcription by RNA polymerase II,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",GOTERM_BP_DIRECT,5,100.0,0.009945486360578529,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,2711,7.755809664330506,0.009945486360578529
GO:0006355~regulation of DNA-templated transcription,regulation of DNA-templated transcription,"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",GOTERM_BP_DIRECT,5,100.0,0.01530900828014385,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,3409,6.167791141097095,0.01530900828014385
GO:0006351~DNA-templated transcription,DNA-templated transcription,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",GOTERM_BP_DIRECT,5,100.0,0.01530900828014385,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,3549,5.924485770639617,0.01530900828014385
GO:2001141~regulation of RNA biosynthetic process,regulation of RNA biosynthetic process,"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]",GOTERM_BP_DIRECT,5,100.0,0.01530900828014385,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,3428,6.133605600933489,0.01530900828014385
GO:0051252~regulation of RNA metabolic process,regulation of RNA metabolic process,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",GOTERM_BP_DIRECT,5,100.0,0.015440001678089883,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,3687,5.702739354488744,0.015440001678089883
GO:0043167~ion binding,ion binding,"""Binding to an ion, a charged atoms or groups of atoms."" [GOC:jl]",GOTERM_MF_DIRECT,5,100.0,0.016069976866954022,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,6377,3.174847106790027,0.016069976866954022
GO:0036094~small molecule binding,small molecule binding,"""Binding to a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",GOTERM_MF_DIRECT,5,100.0,0.016069976866954022,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,6577,3.0783031777406116,0.016069976866954022
GO:0035497~cAMP response element binding,cAMP response element binding,"""Binding to a cyclic AMP response element (CRE), a short palindrome-containing sequence found in the promoters of genes whose expression is regulated in response to cyclic AMP."" [PMID:2875459, PMID:2900470]",GOTERM_MF_DIRECT,1,20.0,0.016069976866954022,NR4A3,5,1,12,337.43333333333334,0.016069976866954022
GO:0035259~nuclear glucocorticoid receptor binding,nuclear glucocorticoid receptor binding,"""Binding to a nuclear glucocorticoid receptor."" [GOC:bf]",GOTERM_MF_DIRECT,1,20.0,0.016069976866954022,NR4A3,5,1,15,269.94666666666666,0.016069976866954022
GO:0008353~RNA polymerase II CTD heptapeptide repeat kinase activity,RNA polymerase II CTD heptapeptide repeat kinase activity,"""Catalysis of the reaction: ATP + RNA polymerase II large subunit CTD heptapeptide repeat (consensus YSPTSPS) = ADP + H+ + phosphorylated RNA polymerase II."" [EC:2.7.11.23, GOC:mah, PMID:28248323]",GOTERM_MF_DIRECT,1,20.0,0.016069976866954022,MAPK1,5,1,10,404.92,0.016069976866954022
GO:0001067~transcription regulatory region nucleic acid binding,transcription regulatory region nucleic acid binding,"""Binding to a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair."" [GOC:txnOH]",GOTERM_MF_DIRECT,3,60.0,0.016069976866954022,"ZNF382,ZNF716,NR4A3",5,3,1486,8.174697173620457,0.016069976866954022
GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,RNA polymerase II transcription regulatory region sequence-specific DNA binding,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",GOTERM_MF_DIRECT,3,60.0,0.016069976866954022,"ZNF382,ZNF716,NR4A3",5,3,1387,8.758183129055515,0.016069976866954022
GO:0004707~MAP kinase activity,MAP kinase activity,"""Catalysis of the reaction: protein + ATP = protein phosphate + ADP. This reaction is the phosphorylation of proteins. Mitogen-activated protein kinase; a family of protein kinases that perform a crucial step in relaying signals from the plasma membrane to the nucleus. They are activated by a wide range of proliferation- or differentiation-inducing signals; activation is strong with agonists such as polypeptide growth factors and tumor-promoting phorbol esters, but weak (in most cell backgrounds) by stress stimuli."" [GOC:ma, ISBN:0198547684]",GOTERM_MF_DIRECT,1,20.0,0.016069976866954022,MAPK1,5,1,16,253.07500000000002,0.016069976866954022
