Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0000976~transcription cis-regulatory region binding,transcription cis-regulatory region binding,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1485,13.633670033670032,0.014058698653633645
GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,RNA polymerase II transcription regulatory region sequence-specific DNA binding,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1387,14.596971881759192,0.014058698653633645
GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,RNA polymerase II cis-regulatory region sequence-specific DNA binding,"""Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1183,17.11411665257819,0.014058698653633645
"GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific","DNA-binding transcription factor activity, RNA polymerase II-specific","""A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1360,14.886764705882353,0.014058698653633645
GO:0000987~cis-regulatory region sequence-specific DNA binding,cis-regulatory region sequence-specific DNA binding,"""Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site, located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. Cis-regulatory sites are often referred to as a sequence motifs, enhancers, or silencers."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1206,16.787728026533998,0.014058698653633645
GO:0001067~transcription regulatory region nucleic acid binding,transcription regulatory region nucleic acid binding,"""Binding to a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair."" [GOC:txnOH]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1486,13.62449528936743,0.014058698653633645
GO:0003690~double-stranded DNA binding,double-stranded DNA binding,"""Binding to double-stranded DNA."" [GOC:elh, GOC:vw]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1644,12.315085158150852,0.014058698653633645
GO:0003700~DNA-binding transcription factor activity,DNA-binding transcription factor activity,"""A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1448,13.982044198895029,0.014058698653633645
GO:0043565~sequence-specific DNA binding,sequence-specific DNA binding,"""Binding to DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."" [GOC:jl]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1657,12.218467109233554,0.014058698653633645
GO:1990837~sequence-specific double-stranded DNA binding,sequence-specific double-stranded DNA binding,"""Binding to double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."" [GOC:dos, GOC:sl]",GOTERM_MF_DIRECT,2,100.0,0.014058698653633645,"ZNF213,ZKSCAN4",2,2,1547,13.08726567550097,0.014058698653633645
GO:0140110~transcription regulator activity,transcription regulator activity,"""A molecular function that controls the rate, timing and/or magnitude of gene transcription. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism. Genes are transcriptional units, and include bacterial operons."" [GOC:pg, GOC:txnOH-2018, Wikipedia:Transcription_factor]",GOTERM_MF_DIRECT,2,100.0,0.017774459311784337,"ZNF213,ZKSCAN4",2,2,1954,10.361310133060389,0.017774459311784337
REAC:R-HSA-74160~Gene expression (Transcription),Gene expression (Transcription),Gene expression (Transcription),REACTOME_PATHWAY,2,100.0,0.025359132582492203,"ZNF213,ZKSCAN4",2,2,1518,7.24901185770751,0.025359132582492203
REAC:R-HSA-212436~Generic Transcription Pathway,Generic Transcription Pathway,Generic Transcription Pathway,REACTOME_PATHWAY,2,100.0,0.025359132582492203,"ZNF213,ZKSCAN4",2,2,1234,8.917341977309562,0.025359132582492203
REAC:R-HSA-73857~RNA Polymerase II Transcription,RNA Polymerase II Transcription,RNA Polymerase II Transcription,REACTOME_PATHWAY,2,100.0,0.025359132582492203,"ZNF213,ZKSCAN4",2,2,1355,8.121033210332104,0.025359132582492203
GO:0003677~DNA binding,DNA binding,"""Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb, GOC:vw]",GOTERM_MF_DIRECT,2,100.0,0.027577903420430566,"ZNF213,ZKSCAN4",2,2,2542,7.964594807238395,0.027577903420430566
