Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:2826~ITGB3-ITGAV-VTN complex,ITGB3-ITGAV-VTN complex,ITGB3-ITGAV-VTN complex,CORUM_COMPLEX,1,100.0,0.001330180313331153,VTN,1,1,3,1127.6666666666667,0.001330180313331153
CORUM:3117~ITGB5-ITGAV-VTN complex,ITGB5-ITGAV-VTN complex,ITGB5-ITGAV-VTN complex,CORUM_COMPLEX,1,100.0,0.001330180313331153,VTN,1,1,3,1127.6666666666667,0.001330180313331153
KEGG:04512~ECM-receptor interaction,ECM-receptor interaction,ECM-receptor interaction,KEGG_PATHWAY,2,66.66666666666666,0.0032423798868379786,"VTN,THBS4",3,2,89,63.5505617977528,0.0032423798868379786
GO:0031252~cell leading edge,cell leading edge,"""The area of a motile cell closest to the direction of movement."" [GOC:pg]",GOTERM_CC_DIRECT,4,36.36363636363637,0.005073240366648782,"FGD5,STON1,JMY,NHS",11,4,433,18.60088179718665,0.005073240366648782
KEGG:04510~Focal adhesion,Focal adhesion,Focal adhesion,KEGG_PATHWAY,2,66.66666666666666,0.008329279055496464,"VTN,THBS4",3,2,202,28.0,0.008329279055496464
KEGG:05165~Human papillomavirus infection,Human papillomavirus infection,Human papillomavirus infection,KEGG_PATHWAY,2,66.66666666666666,0.01280367229201391,"VTN,THBS4",3,2,330,17.13939393939394,0.01280367229201391
KEGG:04151~PI3K-Akt signaling pathway,PI3K-Akt signaling pathway,PI3K-Akt signaling pathway,KEGG_PATHWAY,2,66.66666666666666,0.01280367229201391,"VTN,THBS4",3,2,356,15.8876404494382,0.01280367229201391
WP:WP5152~Iron sulfur cluster biogenesis,Iron sulfur cluster biogenesis,Iron sulfur cluster biogenesis,WIKIPATHWAYS,1,25.0,0.02722075274758803,ABCB7,4,1,15,145.86666666666667,0.02722075274758803
WP:WP4172~PI3K Akt signaling,PI3K Akt signaling,PI3K Akt signaling,WIKIPATHWAYS,2,50.0,0.02722075274758803,"VTN,THBS4",4,2,336,13.023809523809524,0.02722075274758803
WP:WP3932~Focal adhesion PI3K Akt mTOR signaling,Focal adhesion PI3K Akt mTOR signaling,Focal adhesion PI3K Akt mTOR signaling,WIKIPATHWAYS,2,50.0,0.02722075274758803,"VTN,THBS4",4,2,302,14.490066225165563,0.02722075274758803
WP:WP306~Focal adhesion,Focal adhesion,Focal adhesion,WIKIPATHWAYS,2,50.0,0.02722075274758803,"VTN,THBS4",4,2,198,22.101010101010104,0.02722075274758803
KEGG:05144~Malaria,Malaria,Malaria,KEGG_PATHWAY,1,33.33333333333333,0.028714787665189978,THBS4,3,1,49,57.714285714285715,0.028714787665189978
KEGG:02010~ABC transporters,ABC transporters,ABC transporters,KEGG_PATHWAY,1,33.33333333333333,0.028714787665189978,ABCB7,3,1,45,62.84444444444444,0.028714787665189978
HP:0034499~Increased bone marrow iron,Increased bone marrow iron,An increased amount of iron in the bone marrow.,HUMAN_PHENOTYPE_ONTOLOGY,1,50.0,0.03530183727031726,ABCB7,2,1,1,2540.0,0.03530183727031726
HP:0011092~Mulberry molar,Mulberry molar,"Mulberry molars are irregular teeth generally affecting the first molars and are characterized by a grossly deformed crown imitating, as the name implies, the surface of a mulberry.",HUMAN_PHENOTYPE_ONTOLOGY,1,50.0,0.03530183727031726,NHS,2,1,1,2540.0,0.03530183727031726
HP:0006346~Screwdriver-shaped incisors,Screwdriver-shaped incisors,"An abnormality of morphology of the incisor tooth in which the tooth is shaped like a screwdriver blade, i.e., having a rhomboid shape.",HUMAN_PHENOTYPE_ONTOLOGY,1,50.0,0.03530183727031726,NHS,2,1,1,2540.0,0.03530183727031726
WP:WP453~Inflammatory response pathway,Inflammatory response pathway,Inflammatory response pathway,WIKIPATHWAYS,1,25.0,0.035472166085978564,VTN,4,1,30,72.93333333333334,0.035472166085978564
HP:0020081~Pappenheimer bodies,Pappenheimer bodies,"A type of erythrocyte inclusion characterized by basophilic stippling of erythrocytes, that is, by numerous very small coarse or fine blue granules within the cytoplasm with the additional stipulation that the stippled particles are due to iron granules (demonstrable by the Prussian blue stain).",HUMAN_PHENOTYPE_ONTOLOGY,1,50.0,0.04235803439514461,ABCB7,2,1,2,1270.0,0.04235803439514461
HP:0034280~Target cells,Target cells,Target cells (codocytes) have a centrally located disk of hemoglobin surrounded by an area of pallor with an outer rim of hemoglobin adjacent to the cell membrane giving the cell the appearance of a target.,HUMAN_PHENOTYPE_ONTOLOGY,1,50.0,0.04235803439514461,ABCB7,2,1,2,1270.0,0.04235803439514461
