Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0005814~centriole,centriole,"""A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."" [ISBN:0198547684]",GOTERM_CC_DIRECT,2,100.0,0.0027647482779399103,"ATXN10,CEP162",2,2,162,136.72222222222223,0.0027647482779399103
GO:0044782~cilium organization,cilium organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",GOTERM_BP_DIRECT,2,100.0,0.008174998328890817,"ATXN10,CEP162",2,2,431,48.78422273781902,0.008174998328890817
GO:0060271~cilium assembly,cilium assembly,"""The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:BHF, GOC:cilia, GOC:dph, GOC:kmv, GOC:pr, GOC:vw, ISBN:0198506732, PMID:13978319, PMID:27350441]",GOTERM_BP_DIRECT,2,100.0,0.008174998328890817,"ATXN10,CEP162",2,2,403,52.173697270471465,0.008174998328890817
GO:0030031~cell projection assembly,cell projection assembly,"""Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:18391171]",GOTERM_BP_DIRECT,2,100.0,0.008274158725174983,"ATXN10,CEP162",2,2,613,34.30016313213703,0.008274158725174983
GO:0120031~plasma membrane bounded cell projection assembly,plasma membrane bounded cell projection assembly,"""Formation of a prolongation or process extending and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",GOTERM_BP_DIRECT,2,100.0,0.008274158725174983,"ATXN10,CEP162",2,2,600,35.04333333333334,0.008274158725174983
GO:0070925~organelle assembly,organelle assembly,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.019286344193299863,"ATXN10,CEP162",2,2,1046,20.101338432122372,0.019286344193299863
GO:0005815~microtubule organizing center,microtubule organizing center,"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]",GOTERM_CC_DIRECT,2,100.0,0.027705783966151122,"ATXN10,CEP162",2,2,886,24.99887133182844,0.027705783966151122
GO:0005929~cilium,cilium,"""A specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface and of some cytoplasmic parts. Each cilium is largely bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored to a basal body."" [GOC:cilia, GOC:curators, GOC:kmv, GOC:vw, ISBN:0198547684, PMID:16824949, PMID:17009929, PMID:20144998]",GOTERM_CC_DIRECT,2,100.0,0.027705783966151122,"ATXN10,CEP162",2,2,789,28.072243346007603,0.027705783966151122
KEGG:05017~Spinocerebellar ataxia,Spinocerebellar ataxia,Spinocerebellar ataxia,KEGG_PATHWAY,1,100.0,0.03323903818953311,ATXN10,1,1,141,60.170212765957444,0.03323903818953311
GO:0030030~cell projection organization,cell projection organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:16318917]",GOTERM_BP_DIRECT,2,100.0,0.033505450982889304,"ATXN10,CEP162",2,2,1631,12.891477621091356,0.033505450982889304
GO:0120036~plasma membrane bounded cell projection organization,plasma membrane bounded cell projection organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",GOTERM_BP_DIRECT,2,100.0,0.033505450982889304,"ATXN10,CEP162",2,2,1588,13.240554156171285,0.033505450982889304
REAC:R-HSA-5620912~Anchoring of the basal body to the plasma membrane,Anchoring of the basal body to the plasma membrane,Anchoring of the basal body to the plasma membrane,REACTOME_PATHWAY,1,100.0,0.0348964013086146,CEP162,1,1,96,114.625,0.0348964013086146
REAC:R-HSA-5617833~Cilium Assembly,Cilium Assembly,Cilium Assembly,REACTOME_PATHWAY,1,100.0,0.03525990548891297,CEP162,1,1,200,55.02,0.03525990548891297
REAC:R-HSA-1852241~Organelle biogenesis and maintenance,Organelle biogenesis and maintenance,Organelle biogenesis and maintenance,REACTOME_PATHWAY,1,100.0,0.03525990548891297,CEP162,1,1,291,37.81443298969072,0.03525990548891297
GO:0032465~regulation of cytokinesis,regulation of cytokinesis,"""Any process that modulates the frequency, rate or extent of the division of the cytoplasm of a cell and its separation into two daughter cells."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.043492486455532775,ATXN10,2,1,94,111.8404255319149,0.043492486455532775
